mmsi,shipname
220151000,KARENNIELSEN
220307000,EMMELYPILEGAARD
220334000,MJERUP
220351000,SCHETLA
220461000,ISAFOLD
220482000,CETON
220507000,STANTHONY
220616000,THRONDER
224005540,ARRETXUBERRIA
224009000,RIODOMARCUARTO
224010960,MONTSERRATPRIMERO
224012840,FPONS
224012860,MARIAFERREDOS
224013270,GOBERTERCERO
224014120,FRANCESCILLUIS
224027550,ROSQUI
224032270,ALFONSORIERASEGUND
224033000,PEIXMARVEINTICINCO
224046570,NOVOJUNDINA
224047890,EMILIOR
224051590,HERMANOSSOAGE
224052340,RINCHADOR
224068340,PORTOMAYOR
224073660,VERGELORETOSEGONA
224076590,PESCAROSACUARTO
224079000,FOLIAS
224080680,RIOMAU
224086000,FUENTEDEMACENLLE
224087000,TORREDELOROR
224088280,MIGUELYCRISTINA
224094320,JAUMEPRIMER
224102680,SINERA
224105000,ANTIUKOAMA
224106000,CURBEIRO
224146000,FULA
224175000,LAPINTAR
224176390,NUEVOMARINA
224181000,GUREKANTABRIKO
224181580,AVEDAL
224187770,NUEVOCHAROLAIS
224196160,ASTISOL
224226830,NUEVOLEON
224245280,ELFAIRELL
224266000,FUNCHO
224275000,PEIXMARVEINTIOCHO
224279000,PRAIADEAREAMILLA
224280000,URONDO
224300000,MAZAGONR
224315000,KAXU
224355000,CATRUA
224369000,PLAYAPESMARUNO
224370000,PEIXMARVEINTISIETE
224378000,PARADANTAPRIMERO
224387000,SANTODOMAR
224389000,NUEVOLAREDO
224393000,ESPIGONR
224394000,RIODOMARQUINTO
224404000,GUREGASKUNA
224421000,DORNEDA
224463000,HERMANOSGANDON4
224488000,PUENTESABARIS
224510000,ANDRESR
224526000,FAKIR
224534000,RIOCAXIL
224536000,PESCABERBESDOS
224540000,PESCAVAQUEIRO
224559000,PLAYADERODAS
224571000,FIGARO
224572000,NUEVOBARCA
224615000,MONTESANROQUE
224706000,RELEIXO
224710000,FESTEIRO
224724000,PLAYADETAMBO
224732000,PLAYADESARTAXENS
224754000,PLAYADEGALICIA
224775000,ESPERANZAMENDUINA
224816000,FARILLON
224820000,VILLANORES
224854000,COSTADEHUELVA
224888000,SANTAMARINA
224897000,FREIREMARUNO
224905000,NVVIRGENDELODAIRO
224931000,LANINAR
224943000,PLAYADEBARRA
224978000,MANUELANGELNORES
225344000,GOLDENTOUZA
226156000,LACONFIANCE
226178000,LARVOALEDEN
226179000,HORIZON
226202000,LEUROPE
226230000,LARCENCIEL1
226243000,PLUTON
226246000,BRESSAYBANK
227102860,LACAPRICIEUSE
227102900,SAUVEURDUMONDE
227106400,PAXDEI
227109100,FRAVAL
227112700,GASTMICHER
227113500,MAJESTY
227118500,OURANOS
227120400,LOCEAN
227120900,PTITOURS
227123700,LAROUMASSE
227124600,DIEUABIENFAIT
227127700,TCHOTPOEGNANT
227128800,COTEDAMBRE
227137400,REVEDEMOUSSE1
227137500,CHDEFOUCAULD2
227138700,STJACQUES2
227141600,LEPRECURSEUR
227141900,PASCAL
227146500,JADE2
227177420,LECHALLENGER
227257670,STENACA2
227300430,CRINBLANC
227303130,ZEPHIR3
227308650,ALDEBARAN
227310000,MAGELLAN
227312320,JOLENN
227312520,MONACODUNORD2
227313000,CAPFREHEL
227314000,ALPHAVER
227314040,LAMAINDEDIEU
227314630,LEMASCARET
227315420,NEPTUNE3
227316100,JEANCANI
227316390,ANTARES
227317120,NOTREDAMEDEFOY
227318040,NIAGARA
227318220,LNAIN
227318380,MANOOTCHE
227318940,LESQUALE
227319040,ODETTEMARCEL
227319090,BAVOLETTE2
227319780,PHILCATHANE
227319990,ONYX
227320000,LOCLEADE
227320490,FRANCOISELIE
227321830,COCODY
227322270,HERACLES
227322390,MASSABIELLE
227322670,ROCHAVEL
227322680,LESPERANCE
227324000,MAPAUEM
227327000,BARAZUR
227330000,VIERGEDELOCEAN
227333000,CASSIOPEE
227340000,CELTICA
227353000,MARJANIC
227358000,ALEXANDRA
227372000,BARADOUS
227383000,IZOARD
227392000,ALYA
227397000,STALOUR
227406000,LEBALBUZARD2
227416000,LEBATTANT
227419000,MAGELLAN1
227430000,ARVORIG
227437000,GALAPAGOS
227475000,SYMBIOSE
227481000,MENGWEN
227486000,HENTARMOR
227511000,PHOENIX
227533000,YANNICK
227559000,TIGERS2
227561780,NOCOMMENT
227569050,PECCAVI
227569380,ASTABUEN
227583000,JOSEPHROTY2
227588970,ATHENA
227590000,VIRGINIE
227590030,ARMEN
227591030,SPONTUS
227593740,TOURVILLE
227594540,ANDREYANN1
227595150,MAYFLOWER
227608410,LABOUSMOR
227611780,SAINTPHILIPPE
227624440,EQUINANDRA
227625350,SOURIREDELILE
227630880,CODITREMULLA
227631910,TETITAN
227632830,GWELAVO
227635230,LARMEN3
227635470,BERLIO
227636480,DISHUAL
227639660,ENEZHIR
227641030,ORION
227641920,SAPHIR
227666970,KEBELLE2
227681710,MABBIEL
227686570,NANNIG
227729980,SALUTDESPECHEURS
227762340,EURVAD
227814000,MARAUDEUR
227822000,CAPLIZARD
227829000,ELSINOR
227843000,DAMOCLES
227853000,SUMMUM
227873000,ARCENCIEL
227876000,LEGAMIN
227878000,OCEANOS
227903000,LOMERTA
227915000,BARABRENN
227931000,PEREARTHUR
227936000,ALIZE3
227941000,ANTAEUS
227945000,VICTORCONSTANT
227951000,NORMANDIE
227984000,MORGANE
228004700,RIODABOUZA
228015700,FARPESCA
228019600,BIKAIN
228021600,LAFANETTE
228036700,PETITLOIC
228039800,FARFADET
228043800,PEPEBARREIRO
228045900,SCUDERIA
228048600,ARGELES
228070700,MELIZENN
228070800,ARPEGE
228101600,POSEIDON
228106600,FCHARLEMARIE2
228106800,CORAIL
228107000,LASDESAS
228107900,SCARAMOUCHE
228111700,LEMAXIMUM
228115000,STERENMOR
228126000,LOCARINA
228131600,LENATIF2
228138000,LESMENHIRS
228144700,LEMILLESIME
228148700,DAYTONA
228153900,ALICEPAUL2
228158600,LAEDIVINEAMAN
228165600,CAPSAINTGEORGES
228165700,FLEURDEGWARES
228171600,NARVAL3
228189000,BIENVENUE
228192000,LETIBERIADE
228195000,ANITACONTI
228206600,JEANCLAUDECOULON2
228209700,ARUNDEL
228235000,CYRIAQUE
228236000,COPPELIA
228236600,LAHOULE
228236700,LESCALANQUES
228238700,ARLAERES
228239600,THIERISA
228240000,CHRISDA
228240900,ZEPHYR
228247000,MARVIN
228247700,KREIZANAOD
228249000,EXCALIBUR2
228251000,MENBRIAL
228252000,HARMONIE
228253900,ENTRETERREMER
228258000,MANATHIA
228259000,LEJOKER
228262700,URTXINTXA
228264600,MORBREIZ
228267900,FELIR
228281000,LIOUANAMZER
228288000,MARYCHRISTO2
228293900,LOIRA
228301700,ROSSOREN
228302000,GROSLOULOU
228306000,ODESSA
228312000,DESPERADO
228313000,PHALENE
228337000,CLEMENTTHOMASELENA
228337800,LAZALAI
228349700,DEUXFRERES2
228378000,ALF
228380000,BILLABONG
228387000,LIBERTYS
228802000,OURAL
228803000,NEWLOOK
228818000,BELESPOIR
228830000,CATHERINEPHILIP
228834000,MALIWAN
228857000,STJEAN
228866000,HERMES1
228893000,LECOMMODORE
228921000,FABRAL
228925000,AVELANHEOL
228926000,CARAIBES
228931000,CARLAEGLANTINE
228939000,PTITDJIMY
228945000,MABANTARZ
228947000,PORZSTREILHEN
228949000,LEGUILLEMOT3
228952000,AMIDELAMER
228972000,LACANGUE
228979000,LANIOULARGUE
230001770,SHEMARA
230002550,OLGARRY
230025680,HUOVARI
230052950,TRION
230061510,CLINTON
230122280,MENHADEN
230346000,STELLA
230627000,WESTFJORD
230940400,NEA
230941050,LAGUNA
230942350,HANNE
230942640,ROCKALL
230987350,NESSIE
230988450,MONNI
230996360,ROLLI
232003258,KINGFISHER
232004360,GOODINTENT
232004618,AMITYIIPD177
232004918,ZENITH
232005460,MEMILYROSE
232005920,JACOMINA
232006030,MIRANDA
232006630,ISADALE
232091000,MORAYENDEAVOUR
233973000,FRUITFULHARVEST3
234013000,DELIVERANCE
234093000,OURPRIDE
234406000,KROSSFJORD
234690000,SERENITY
234750000,FISHERBOYS
234863000,CRYSTALTIDE
234879000,HENDRIKBRANDS
234912000,SHAMARIAH
234921000,ELSHADDAI
234999177,RANGERA
235000170,OCEANPIONEERFR928
235000623,PROSPECTOR
235000743,SPARKLINGSEA
235000765,RIBHINNDONN2
235000900,RESOLUTION
235000910,KARENANN2
235001239,HATLANTICLADY180
235001340,CELESTIALDAWN
235001420,ALISONKAY
235001428,SEIONTA
235001440,SHARYNLOUISE
235001823,LADYPEARL
235001921,MELIZABETHN
235002029,MBONACCORD
235002274,AQUARIA
235002330,DEVOTION
235002522,THEWAY
235002598,FAIRMORN
235002680,ENDEAVOUR
235002743,VILLAGEBELLE4
235002800,ADMIRALGRENVILLE
235002810,ADMIRALGORDON
235002820,MCARHELMAR
235002830,ADMIRALBLAKE
235002997,HIGHLANDQUEEN
235003101,TRUEVINE
235003589,INCENTIVE2
235003653,PROVIDENCE4
235003678,MLAUNCHOUT
235003730,ELEGANCE
235004076,BRIGHTRAY
235004129,TRUETOKEN
235004300,HARVESTHOPE
235004690,OCEANQUEST
235004740,KRISTENBORG
235004768,SILVERSTREAM
235005859,OCEANVENTURE
235005900,AURELIA
235005906,UBIQUE
235006830,LORETTA
235007144,ELLEN
235007379,GOLDENBELLSOB192
235007570,MMARTINE
235007904,MYSHALUCY
235008039,VALG
235009094,SILVERHARVESTER
235010110,MGOLDENPROMISE
235011170,SURMOUNT
235012112,CELTICHARVESTER
235013325,GOLDENEMBLEM
235014511,OCEANHARVESTER
235014763,CHARELLAOFSHOREHAM
235018597,BONAFIDEN189
235020549,GOLDENREAPER
235021469,SPARKLINGSTAR3
235021707,MANUELLAURA
235023059,EMILYJ
235024416,TWAGORDONS
235028482,JANNDENISE
235030823,SILVERDEE
235031105,AMYBLUE
235032583,ZEPHYR
235032854,GOODHOPE
235033728,KINGCHALLENGER
235039435,CHARITYANDLIBERTY
235050118,ARCTURUS
235053728,RACHAELJANE4
235060913,NICOLAANNE
235060915,PROLIFIC
235063095,EMULATOR
235068406,MLADYTEMIEL
235069162,LECUME11
235074945,SPESBONA5
235076069,LADYISLE
235076295,MBETTYG2
235076457,PATRICIAMARTA
235080461,VOYAGER
235081647,LAURENANNE
235081732,VIRTUOUS
235082849,LOGIEN
235083322,MORNINGSTAR
235086141,MLADYMAUREEN
235087328,OCEANVENTURE
235088807,MARGARETOFLADRAM
235089496,CELESTIALDAWN
235089955,VANQUISH
235091079,CRYSTALDAWN
235095542,ALISONMARY
235095634,CORDELIAK
235096368,MARCORAL
235096403,SUEELLEN
235097649,CHARLESEDWARD
235098956,JACQUELINEANNE
235100202,MMALKERRY
235100202,MBONACCORD
235101187,MLUCYTOO
235102637,IMOGEN3
235103000,SINCERITY
235103197,KIRKELLA
235106049,HAVILAH
235110013,GUARDIANANGELL
235111765,NORTHERNOSPREY
235114648,WILLIAMOFLADRAM
235114728,FAIRHAVENS
235166000,OCEANCHALLENGE
235838000,ALTAIRE
237011000,AGIOSSPIRIDON
237041000,KAPETANGIORGIS
237045000,GIANNISKOUTSOURIS
237119000,GRIGORIOSA
237123000,SPIROS
237131000,MEGASALEXANDROS
237155000,MARAKI
237163000,NAFTILOS2
237206000,GEORGIOSZ2
237221000,PANAGIA
237228000,KONSTANTINOSIRINI
237252000,AGIAPARASKEVI
237256000,METAMORFOSIS
237262000,AGNIKOLAOS
237287000,KONSTANTINOS
237308000,GEORGIOSMIXAIL
237318000,AGIOSNIKOLAOS
237334000,KAPETANFOTIS2
237345000,MARIAK
237347000,MARINA2
237430000,SIDI
237431000,KONSTANTINOS
237444000,PATRA2
237450000,ANASTASIA
237453000,GRIGORIS
237456000,NIKOLAOS
237457000,ALEXANDROS
237468000,ASTERI
237475000,AGIOSSPIRIDON
237482000,NIKOLAOSA
237516000,PANTOKRATOR
237517000,ARGOKOILIOTISSA
237519000,AGIOSIOANNIS2
237540000,THEODOSIOS
237586000,AGIAMARINA
237589000,PANAGIAARGOKILIOTISA
237602000,AGNIKOLAOS
237616000,DIMITRIOSSOROKOS
237624000,EVAGELOS
237630000,DODEKAAPOSTOLI
237653000,ALBERTA2
237656000,AGIOSSOSTIS2
237697000,VASILIOS
237698000,NAFTILOS
237883000,GIORGOSNIKOS
237889000,IOANNISMARIAT
237915000,KAPETANSTRATOS
238117140,PETERPAN
238117240,SVETAFUSKA
238156640,MARC
238162240,KUNJKA
238184780,BOVA
238196940,BAKO
238260840,ZLATKA
238277740,DVABRATA
238284000,LUSTURA
238308340,LIDIJA
238316440,KRAP
238402740,SIRENA
238404440,KAMIK
238407940,KAPO
238409140,MARETA
238429040,BISERKA
238443140,AVANTURIERO
238451440,KARFIL
238547610,MALIBOZO
238556710,TIHOMIR
238563210,RIBAT
238584110,CIPAL
238592410,HRVATICA
238651710,TRSKA
238757740,ROM
238763140,MARIAN2
238790840,MALIK
238791540,ORIJ
238795040,LJUBO
238921940,ORKA
238934240,DINIVA
238961610,KAPICA
238972240,POLUS
238987940,NEBESKI
238998210,MIRNADVA
239326000,AGIOSNIKOLAOS
239330000,ANEMOS
239686000,DIMITRIOS
240021000,AGIOSANDREAS
240102000,TRIAADELFIA
240104000,DIMITRIOS
240112000,PANAGIOTIS
240314000,AGIOSNEKTARIOS
240442000,KAPETANGIORGIS
240707000,EVANGELISTRIA
240802000,ALEXANDRA2
240819000,FILIPPOS
241045000,APOSTOLOS
241119000,MATOULADIMITRIOS2
244100829,TXPIETERVANARIS21
244188000,WR23
244256000,ARNOUTMAGDALENA
244427000,ELISABETHCHRISTINA
244470000,GODEVERTROUWEN38
244529000,ZKALDERTVANTHIJS37
244615490,YENOORCATHARINA6
244620254,DEOVOLENTE
244630078,LOMAREFRISICUM28
244650683,ZEEPAARD
244658000,ZKTWEEGEBROEDERS49
244669000,GOORAETLABORA5
244686000,ZKJOHANNESDIRK17
244750011,YEPROSPERJULIEN27
244830188,TXLOUISEMARLOU96
244869000,PELIKAAN
244959000,DIRKSENIOR
244991000,WLLUBBERTSR8
245148000,NEELTJEJANNETJE
245161000,ZZCORNJOHANNUS3
245185000,HAWILLEMBLOEM9
245220000,UKIEDEKORNELIS47
245282000,YEOOSTERSCHELDE30
245308000,STELLAPOLARIS
245331000,ARM33
245415000,THADRIANAMAATJE5
245530000,CORNELISEVERT
245575000,BRUSCHELDESTROOM2
245737000,THVIERGEBROEDERS48
245794000,OD6
245795000,HDGRIETJECORNELIA42
245813000,VOLHARDING
245883000,ZKANSYL23
245899000,ROSEMARIE
245922000,UKNOORDERHAAKS195
246065000,JANNE
246136000,WRNOORDSTER3
246206000,RONY
246296000,YEDANIELPIETER87
246492000,PORTUNUS
246504000,CHRISTINAMARIA
246749000,LUBSENIOR
246884000,THELIZABETH4
248000810,URAGANO
249000597,CARMENA
249000920,ANGELA1
250000054,EBLANA
250000092,CATHERINEALICE
250000135,JOHNNYK
250000216,LABARDIEFISHER
250000264,WINGSOFTHEMORNING
250000387,EDENVALE
250000443,SEANMAIR2
250000511,EMERALDGRATIA
250000528,LAPETITEEDELWEISS
250000699,BRIANEOIN
250000764,SATURNUS
250000870,ANTARCTIC
250000885,ARTICSWAN
250000895,CELTICCROSS
250000908,ALMAAMY
250000917,MENSCOEDEC
250001028,ADVENTURER
250001093,CORONAGLORIA
250001121,ALAGARDEDEDIEU
250001142,TERESAMAE
250001333,WILLIEJOE
250001339,ROSEOFSHARON2
250001421,PRIMROSE
250001491,MARKAMAY2
250001603,WESTERNADVENTURE2
250001702,ADRIANNE
250002366,STARONIAII
250002424,GENESIS2
250002435,CELTICWARRIOR2
250002464,PAULA
250002465,QAVAK
250002475,MONICA2
250002504,OURLASS2
250002664,LIDASUZANNA
250002714,SEANANTHONY
250002764,CELTICCHIEFTAIN
250002776,SAINTCLAIR
250002855,ATLANTICROSE
250002896,CATHERINER
250002992,COURAGE
250003013,SANCTAMARIA3
250003137,STCATHERINELABOURE
250104700,GIRLSTEPHANIE
250105550,SERENITY
250105600,WESTERNCHIEFTAIN
250105650,BOYJOHN
250106580,SYRACUSE
250106840,SHAUNALEON
250107490,MARIA
250107700,WESTERNVENTURE
250108460,DEIRDREK
250108470,MYSTICALROSE
250109460,ARGOK
250122460,EMERJANE
250142400,PROGRESS2
250186000,CUNAMARA
250206000,NOORDSTER
250228470,CHLOEB
250240000,SHAUNAANN
250264000,DAWNROSS
250267000,WESTBOUND
250310000,ENTERPRISE1
250350000,ENDURANCE
250369000,PEADERELAINE2
250392000,MARYJ
250397000,JEDDIE
250470000,AINECHRISTINA
250477000,STELIMAR
250493000,NEPTUNE
250495000,SHEANNE
263403770,CIDADEDEPORTIMAO
263406570,PEROLADOGUADIANA
263503000,LUTADOR
263533000,PASCOALATLANTICO
263540000,JOANAPRINCESA
263578000,TONIPIRES
265457000,ASTRID
265708000,RON
265751000,GERD
265754000,VESTLAND
265787000,NAUTIC
265817000,TORLAND
265824000,SUNNANLAND
265858000,BRISTOL
266048000,TALLONA
266054000,YMER
266066000,INGUN
266128000,CLINTON
266147000,STRANNEFJORD
266154000,SOLANA
266174000,VIKENAVBOTVALDEVIK
266180000,MERCY
266274000,KENNEDY
266346000,CLIPPERTON
266414000,EROSAVHONO
266415000,VALOSKAR
266440000,POLAR
275053000,KRISTINA
275062000,MARITA
275098000,BURTNIEKI
275099000,KATE
275127000,NAUTILUS
275138000,ZANE
275151000,SENCIS
275162000,VITAS
275210000,VARITA
275220000,STRAUPE
275221000,DAUGAVA
275231000,AUDA
275237000,GRIVA
275244000,RUCAVA
275247000,SAMS
275268000,AVA
275270000,BUBIS
275273000,VIDI
275312000,HARENGUS
275407000,ALBATROSS
275412000,VALDEROY
275420000,SIRIUS
275423000,VIVITA
275424000,JURMALA
275440000,ILONA
276371000,HANNA
276377000,KURESSAARE
276544000,MADRUS
276659000,TENACIOUS
276806000,REVALVIKING
277029000,MINGE
277176000,DARIUS
277186000,LBB1100
277210000,1095
277212000,LBB1094
277213000,LBB1044
277213000,LBB1066
277214000,LBB1066
277215000,169
277233000,756
277275000,ALFA
277290000,BALTIK
277512000,JUROSVILKAS
277524000,PALANGA1
278526000,DEKLICA
211371000,GERMANIA
224151570,LAVIJUANITO
224313390,PEIXMARVEINTITRES
224374000,FARRUCO
227319570,LISANAIS
227635680,BASSEGOUACH
228160000,LESKNEDALAR
228167900,STEREDENARMOOR
228208800,LYCIA
228252600,CHRISDERIC4
228260900,WARRAOG4
228293000,BARRAVEL
235084199,ASTHORE
235096863,SERENEDAWN
237089000,DIMELKONTOGIANNIS
237132900,PANTELISG
237255000,PARASKEVASSOFIA
237299800,GEORGIOSGAVRLIIL
237383000,OSIAPARASKEVI
237428000,AGIOSGEORGIOS
237553000,GIORGAKIS
237618000,PANAGIA
237665000,KONSTANTINOS
237959000,KAPETANVASOS
237961000,AGIOSGEORGIOS
237962000,AGIOSSPYRIDON
237963000,PANAGIAGORGOEPIKOO
237983000,TOLIS2
237994000,AGIOSNIKOLAOS
238105840,RUDA
238114940,MOJAROZA
238116740,NEPTUNPRVI
238116840,NEPTUNDRUGI
238118140,RADULA
238146340,BELICA
238160240,ZUBATAC
238294140,TULJAN
238411040,MAUROSJEDAN
238420640,TIHA
238424040,HARINGA
238430040,PARIS
238469840,CORDIS2
238471240,ZLATKO
238582510,SINKALI
238744540,BALK
238781440,POVLJA
238901340,OREBJEDAN
238905540,KAPETANMARIN
238923640,STRLJUN
238955340,KNEZAK
238958248,GOLICA
238982010,ZUBAC
238989740,KUNDVA
238990110,GIRA1
239022000,ILIAS
239050000,THERMAIKOS
239062000,KONSTANTINOS
239083000,ALBATROS
239086000,KAPETANPANTELIS
239098000,AGNIKOLAOS
239100000,KAPETANKONSTANTIS
239114000,THEODOROS
239116000,GIANNAKIS
239120000,PANAGIA
239183000,ELEFTHERIOS
239201000,GEROCHRISTOS
239209000,GEORGIOST
239240000,GEROMERIS2
239258000,AGIOSIOANNISROSSOS
239266000,PANAGIOTIS2
239272000,AGIAANNA
239296000,STAVROSK
239305000,AGIOSBASILIOS
239338000,NIKOLAS
239344000,PANOS
239459000,GRIGOROUSA
239468000,KAPETANDIMOKRATIS
239472000,CHARIKLEIA
239526000,AGIOSGEORGIOS
239538000,MARIA
239734000,EVAGELISTRIA
240219000,EFSTATHIOS
240231000,ALBATROS
240232000,SPIROS
240248000,AGIOSNIKOLAOS
240250000,GIORGISMANOS
240281000,AGIOSGEORGIOS2
240298000,APOSTOLOS
240315000,PANAGIA
240351000,IOANNIS
240368000,PANAGIAFANEROMENI
240374000,AGIOSIOANNIS
240387000,KYZIKOS3
240418000,AGIAELEOUSA
240427000,ARCHONTAS
240526000,PANAGIAGLIKOFILOUSA
240632000,KAPETANNIKITAS
240737000,EVANGELISTRIA3
241005000,PANOS2
241021000,GEORGIOSSANTIS
241110000,AGIOSSPIRIDON
211551270,FREESENDORF
219002136,SYOKOTANI530
219002811,REGINAH4
219005216,HGCAROLINEEMIL23
219006061,QUALITY
219006442,BEATRIX
219006443,SKOVSMOSEHG5
219006916,SINNEFRIHED
219008145,MAAGEN
219010244,RGABRIELLE14
219011179,SYRENEN
219015502,HSNOWFLAKE36
219017576,HELLEKRISTINA
219237000,PIAGLANZ
220006000,FRUNIELSEN
220362000,METTEPIA
220398000,TANA
220623000,BLAABJERG
227127200,AVENIRDUMOUSSE
227136700,MARINECAMILLE
227300110,RAMBO
227300250,PROVIDENCE
227303430,STELLA
227311220,DONLUBI2
227312140,LESOLITAIRE
227312180,MARIELOU3
227315730,POINTFINAL
227315910,IZELVOR
227315980,GUEVELLEZED
227316830,VAGUEALAME
227317050,AMANDINEOCEANE
227317370,BARAKA
227317490,MIRLOU4
227317890,MEUCHK
227318640,BELOUGA2
227320060,BROCELIANDE
227320540,PETITLOIC
227320760,EXOCET
227321790,SANSESIA
227321820,PIRANHA
227323360,LAUGRE
227418000,SERTAN
227426000,MARELIBERUM
227531000,ILLUNBE
227561000,STERNE3
227567680,PERZEL
227570000,IBARDIN
227577000,JUDINE
227581000,OUTSIDER
227592480,ROSEDESVENTS
227595050,OBELIX
227626810,AIGLEDESMERS
227630870,ENFANTTERRIBLE
227635650,ARTEMIS3
227635980,ROUANEZARMOR
227641010,BROCELIANDE
227692790,LOPTIMISTE
227748550,FAYA
227784760,DAMEDEPOISSON
227808000,OISEAUDTEMPETE
227833000,LELUTINDESMERS
227875000,OCEANE3
227893000,FLEURDESVAGUES
227894000,MELODIE
227901000,LEMIRADOR
227977000,ROSEAUDULAC
228018700,PETITGAEL2
228018800,NADIATONY
228114000,AZKARRA
228131800,FILOU
228150000,ZUBERNOA
228173000,LAGALERE
228178000,CAPHORN2
228263900,ALCOR
228298000,BADBOY
228355800,LUANTSA
228390000,STENIA
228827000,OCEANE
235003310,CHARISMA
235004167,MSUPERBUS
235004476,BOSLOE
235005150,SILVERDAWN
235005980,BERLEWEN
235009200,HARVESTREAPER
235022282,NOVASPERO
235037753,MSUNDOWNER
235097013,STELISSA
238887840,KORALJ
239123000,TIMIOSSTAYROS
239385000,KAPNIKOLAS2
239412000,FRATZESKOS
239423000,STAVROS
239510000,ELEISTRIA
240222000,NAKOSN
240482000,DIONYSIAMARINA
244690305,WILLEM
244750410,VROUWEARINA
250000322,PROVIDENCE2
250002872,DEVERARMOR
250002886,MAISIEJ
265681420,STAR
266358000,ANNERITA
275064000,BARBELE
275164000,SAKTA
275169000,MALINI
277194000,100
277222000,LBB6931
219001588,RALIMA
219005496,SVERAMARIE15
219017379,ANDERSNEES
219649000,JANEKYNDE
219799000,KARENMARGRETHE
235088342,DALWHINNIE
250000657,ASHRONA
250001767,TEAROSE
250002223,FERTILE
250002574,OWENIEPADRAIG
250002704,ANDERSNEES
250484000,MROISECATRIONA
204860000,MARRIAGA
219001614,ELSETO
224011260,MARISCADOR
224115000,BOGAVANTESEGUNDO
224793000,ECCEHOMO
225381000,PINOMONTERO3
227006230,PORTGRUSAN
227380000,ASPIN
227412000,KERSINY
227978000,MEABAN
228031700,MARIAVIDAL
228151700,NATHALIECHANTAL
228341000,GEMIMA
228858000,LESTIFF
241666000,GEORGIOSK
227144300,ETOILEDUBERGER
227346000,ILEDESIECK
227811000,KELOUMAD
227904000,EVANNEMMA
227905000,SERGAGIL
232004081,EUROCLYDON
232004729,INTUITION
232004735,LAVAGABONDEDESMER
235001140,PEADARMARIE
235001270,CKS
235001841,ROYALSOVEREIGN
235003355,HELENCLAIRE
235003891,MTENACIOUS
235006480,HEATHERK
235007143,PENGLAS
235019602,HARVESTER2
235020797,HOLLIEJ
235050371,AQUILA
235074807,OURJULIA
235095109,EMMALOUISE
235100159,QUELINE
235103745,ANNEMARYB
250000775,SANMAR2
250002562,GAIA
250104850,WESTERNWARRIOR
211227590,JENSALBRECH2
211418000,FKGORCHFOCK
219006098,LISKEMI
224226000,FUNCHO
235053839,TRANQUILLITYBF7
239830000,AGIOSNIKOLAOS
240449000,ARMENISTIS4
244660821,TEXEL44
247230500,GIORGIA
250000165,CREADANLADY
265710440,ENSKAR
204218000,STELLAMARIS
212447000,KAPETANCHRISTODOULO
237439000,KONSTANTINOSMARIA
239391000,NOTA
240254000,GEORGIOSGEORGOULIS
240255000,KONSTANTINOSAGGELIK
249000930,KRISTURE1
256000512,NILE
263405550,JAMAICA
263405970,VIRGEMDASGRACAS
263410840,EMIBRUPA
353692000,ASAHI
657132400,JASCON64
657132600,ASHA
657416000,OUK
229463000,NOVABRETAGNE
229575000,SIERRALARA
244915000,SPRINGBOB
257237000,ROYKRISTIAN
259091000,OYLAKS
273394490,CRYSTALASIA
273428710,KAPITANKANTSIBER
273557400,KAPITANLAZAREV
277254000,LYRA
310324000,TALCA
312219000,REINA
312773000,ATLANTICSIRIUS
312900000,NOVIYSVET
319166000,ICERIVER
319235000,ICERUNNER
334567000,CHAINAVEEREEFER
334640000,BLISSFULREEFER
334980000,SUTTIREEFER
341891000,HARENGUS
351370000,DONALIBRA
351817000,WHITEDOLPHIN
352055000,ARKADIJA
352367000,FRIOSEVASTOPOLIS
353670000,HARVESTS
354036000,PLATTEREEFER
354569000,REFVEGA
354604000,FINO
354667000,ORIONS
356986000,DESIGNERKNYSH
357772000,ALCANTARACARRIER
371223000,FAST
375789000,EUROPA
376098000,ELECTRA
412329639,LURONGYUANYUYUN158
412440253,FUYUANYULENG16
412440453,FUYUANYU7881
412453005,FENGHAI2
455302000,VILADHAURU
514087000,HAITONGDA
514666000,SOMBRAVOLANTE
514666000,BEAM
514740000,HAIFENG66
515175000,NADIZ
515887000,KAMANGA
518100019,UNION1
529642000,MELTEMI
529837000,WEILI
567196000,SIRICHAIREEFER
576107000,LADYTUNA
636014563,ITALIANREEFER
636014564,IBERIANREEFER
636091009,LUZONSTRAIT
657115400,PROVIDER1
677047700,AMINAH
229563000,FRIOKYKNOS
229705000,SIERRALAUREL
273351170,ODIN
273351900,AMEGA
273355540,VOSTOKREEFER
273385860,FRIOCANARIAS
273395480,ATLANTICA
273815050,KOMSOMOLIYAKALININGRADA
273816010,BEREGMECHTY
273817200,EVGENIYZOTOV
277247000,MARSAS
306497000,NOVAZEELANDIA
308765000,TAMAHOPE
311042300,GREENTOLEDO
311043900,GREENCONCORDIA
312774000,HENGYU
314233000,BOSSE
351336000,FRIONAGATO
351493000,VAGRAND
352247000,FONGKUO818
352656000,NEWPROSPERITY
353828000,HAIYING
353981000,FRIOHELLENIC
354260000,FONGQUN
357788000,MIYABI
357788000,VICTORIA168
370070000,FONGKUO819
371719000,DAFENGMARINER
372199000,GIRALDACARRIER
374173000,HANXING
374478000,FRIOANTARCTIC
412440033,FUYUANYUF53
412440364,FUYUANYUYUN87
431472000,ORION
440113000,PHAROSTAR
440257000,FRIOANTARCTIC
441032000,SEAMANSION
