"LANDING_YEAR","AGENCY_CODE","MANAGEMENT_GROUP_CODE","COMPLEX","PACFIN_SPECIES_COMMON_NAME","PACFIN_SPECIES_CODE","NPS_LANDED_WEIGHT_MTONS","NPS_LANDED_WEIGHT_PPP","NPS_EXVESSEL_REVENUE","NPS_CONFIDENTIAL_FLAG","SPS_LANDED_WEIGHT_MTONS","SPS_LANDED_WEIGHT_PPP","SPS_EXVESSEL_REVENUE","SPS_CONFIDENTIAL_FLAG","CWA_LANDED_WEIGHT_MTONS","CWA_LANDED_WEIGHT_PPP","CWA_EXVESSEL_REVENUE","CWA_CONFIDENTIAL_FLAG","CLW_LANDED_WEIGHT_MTONS","CLW_LANDED_WEIGHT_PPP","CLW_EXVESSEL_REVENUE","CLW_CONFIDENTIAL_FLAG","WA5_LANDED_WEIGHT_MTONS","WA5_LANDED_WEIGHT_PPP","WA5_EXVESSEL_REVENUE","WA5_CONFIDENTIAL_FLAG","TOTAL_LANDED_WEIGHT_MTONS","TOTAL_LANDED_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"1991","W","GRND","ROCK","OTHER ROCKFISH","ORCK",45.8,.38,38020,"",9.6,.43,9040,"",53.1,.34,39881,"",2.9,.38,2410,"",,,,"",111.4,,89351,""
"1991","W","GRND","ROCK","PACIFIC OCEAN PERCH","POP",207.7,.3,136214,"",,,,"",189.3,.3,125252,"",128.1,.3,84819,"",,,,"",525.1,,346285,""
"1991","W","GRND","ROCK","REDBANDED ROCKFISH","RDBD",7.5,.31,5081,"",,,,"",6.3,.3,4143,"",4.5,.3,3005,"",,,,"",18.3,,12229,""
"1991","W","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",46.5,.3,30835,"",,,,"",33.9,.3,22166,"",25,.26,14396,"",,,,"",105.4,,67397,""
"1991","W","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",7.7,.32,5347,"",,,,"",5.9,.31,3990,"",5.1,.29,3213,"",,,,"",18.7,,12550,""
"1991","W","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",.4,.3,277,"",,,,"",.4,.3,271,"",,,,"*",,,,"",.8,,548,"*"
"1991","W","GRND","ROCK","SHORTBELLY ROCKFISH","SBLY",.2,.32,146,"",,,,"",0,.33,11,"",,,,"*",,,,"",.2,,157,"*"
"1991","W","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",14,.31,9410,"",,,,"",16,.3,10561,"",9.8,.29,6214,"",,,,"",39.8,,26185,""
"1991","W","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",131.7,.3,87861,"",,,,"",68.7,.3,45091,"",28.5,.28,17385,"",,,,"",228.9,,150337,""
"1991","W","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",5.6,.3,3765,"",,,,"",6.4,.29,4176,"",4.9,.27,2942,"",,,,"",16.9,,10883,""
"1991","W","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",10.3,.31,7129,"",,,,"",9.5,.3,6376,"",,,,"*",,,,"",19.8,,13505,"*"
"1991","W","GRND","ROCK","NOM. SHORTSPINE THORNYHEAD","SSP1",26.1,.74,42474,"",14.5,.47,15040,"",9.2,.7,14128,"",.7,.48,747,"",,,,"",50.5,,72389,""
"1991","W","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",27.3,.31,18625,"",,,,"",36.4,.3,23999,"",18.1,.3,11935,"",,,,"",81.8,,54559,""
"1991","W","GRND","ROCK","UNSP. POP GROUP","UPOP",2.5,.29,1588,"",,,,"",12.7,.3,8402,"",,,,"*",,,,"",15.2,,9990,"*"
"1991","W","GRND","ROCK","UNSP. ROCKFISH","URCK",67.9,.61,90605,"",19.2,.8,33726,"",262.1,.32,187756,"",39.4,.31,26767,"",,,,"*",388.6,,338854,"*"
"1991","W","GRND","ROCK","VERMILION ROCKFISH","VRML",.4,.29,287,"",,,,"",.2,.29,146,"",,,,"*",,,,"",.6,,433,"*"
"1991","W","GRND","ROCK","WIDOW ROCKFISH","WDOW",365.1,.3,240687,"",,,,"*",483.9,.29,311337,"",295.9,.3,196391,"",,,,"",1144.9,,748415,"*"
"1991","W","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",,,,"*",,,,"",,,,"*",3.4,.28,2091,"",,,,"",3.4,,2091,"*"
"1991","W","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",6.4,.3,4239,"",,,,"",6.3,.29,4084,"",3,.28,1870,"",,,,"",15.7,,10193,""
"1991","W","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",109.7,.3,72741,"",,,,"",36.6,.3,23836,"",6.4,.31,4273,"",,,,"",152.7,,100850,""
"1991","W","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",26.9,.33,19638,"",.5,.36,438,"",81.9,.3,54275,"",38,.3,25165,"",,,,"",147.3,,99516,""
"1991","W","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",386.1,.3,257378,"",,,,"*",403.9,.3,264490,"",221.6,.3,145261,"",,,,"",1011.6,,667129,"*"
"1991","W","GRND","ROND","LINGCOD","LCOD",369.1,.37,298014,"",11.3,.8,19975,"",407.2,.33,297836,"",89.6,.32,63828,"",,,,"*",877.2,,679653,"*"
"1991","W","GRND","ROND","PACIFIC COD","PCOD",1132,.31,765093,"",.4,.31,306,"",240.9,.3,160006,"",74,.3,49302,"",,,,"",1447.3,,974707,""
"1991","W","GRND","ROND","WALLEYE POLLOCK","PLCK",7,.18,2818,"",,,,"",,,,"",,,,"*",,,,"",7,,2818,"*"
"1991","W","GRND","ROND","PACIFIC WHITING","PWHT",55.7,.06,7985,"",,,,"*",,,,"*",,,,"*",,,,"",55.7,,7985,"*"
"1991","W","GRND","ROND","SABLEFISH","SABL",734,1.85,2985626,"",384.9,2.06,1747687,"",243.6,1.33,712929,"",161.8,.42,148911,"",,,,"",1524.3,,5595153,""
"1991","W","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1991","W","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1991","W","HMSP","TUNA","ALBACORE","ALBC",,,,"*",,,,"*",203.3,.71,318396,"",99,.71,155533,"",,,,"",302.3,,473929,"*"
"1991","W","HMSP","TUNA","SKIPJACK TUNA","STNA",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1991","W","OTHR","....","EULACHON","EULC",,,,"",,,,"",,,,"",1337.6,.09,266777,"",,,,"",1337.6,,266777,""
"1991","W","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1991","W","OTHR","....","MISC. FISH","MSC2",.2,1.26,624,"",36.5,.54,43151,"",,,,"*",,,,"",,,,"",36.7,,43775,"*"
"1991","W","OTHR","....","UNSP. OCTOPUS","OCTP",10.1,.91,20202,"",,,,"*",1.2,.5,1355,"",,,,"*",,,,"",11.3,,21557,"*"
"1991","W","OTHR","....","OTHER SHARK","OSRK",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1991","W","OTHR","....","PACIFIC HALIBUT","PHLB",99.1,3.22,704555,"",3.8,3.19,26527,"",11.8,3.09,80354,"",,,,"*",,,,"",114.7,,811436,"*"
"1991","W","OTHR","....","UNSP. SCULPIN","SCLP",.5,.4,410,"",,,,"*",,,,"*",,,,"*",,,,"",.5,,410,"*"
"1991","W","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1991","W","OTHR","....","UNSP. SMELT","SMLT",.8,.51,938,"",9.7,.33,7048,"",22.1,.22,10873,"",,,,"",,,,"",32.6,,18859,""
"1991","W","OTHR","....","UNSP. SQUID","SQID",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"1991","W","OTHR","....","UNSP. HAGFISH","UHAG",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1991","W","OTHR","....","UNSP. SHARK","USRK",.4,.38,341,"",,,,"*",,,,"",.4,.22,174,"",,,,"",.8,,515,"*"
"1991","W","OTHR","ECHN","OTHER SEA URCHINS","OURC",52.5,.74,85949,"",30.6,.7,47470,"",,,,"",,,,"",,,,"",83.1,,133419,""
"1991","W","OTHR","ECHN","RED SEA URCHIN","RURC",1477,.6,1938796,"",1245,.5,1382684,"",,,,"",,,,"",,,,"",2722,,3321480,""
"1991","W","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",666.6,.92,1354085,"",1213.7,.91,2442658,"",,,,"",,,,"",,,,"",1880.3,,3796743,""
"1991","W","OTHR","STRG","GREEN STURGEON","GSTG",1.1,.65,1545,"",,,,"",35.8,.7,55337,"",31.7,.51,35776,"",,,,"",68.6,,92658,""
"1991","W","OTHR","STRG","WHITE STURGEON","WSTG",.2,1.51,633,"",,,,"",8.8,1.78,34542,"",29.8,1.84,120940,"",,,,"",38.8,,156115,""
"1991","W","SAMN","....","CHINOOK SALMON","CHNK",507,1.55,1728626,"",347.2,1.01,769178,"",599,1.38,1817316,"",538.8,1.19,1409305,"",,,,"*",1992,,5724425,"*"
"1991","W","SAMN","....","CHUM SALMON","CHUM",2332.3,.6,3069516,"",1938.7,.52,2210877,"",317,.36,249258,"",1.3,.32,946,"",,,,"",4589.3,,5530597,""
"1991","W","SAMN","....","COHO SALMON","COHO",876.5,.86,1656332,"",810.9,.89,1588152,"",1126.3,.85,2107156,"",458.2,.81,821197,"",,,,"*",3271.9,,6172837,"*"
"1991","W","SAMN","....","PINK SALMON","PINK",5089.8,.2,2285937,"",1008.7,.21,456625,"",14.9,.5,16616,"",.1,.3,46,"",,,,"",6113.5,,2759224,""
"1991","W","SAMN","....","SOCKEYE SALMON","SOCK",3730.6,1.22,10008866,"",687.1,1.21,1831693,"",11.1,2.65,64944,"",,,,"*",,,,"",4428.8,,11905503,"*"
"1991","W","SAMN","....","STEELHEAD","STLH",13.9,1.03,31747,"",19.5,1.1,47430,"",99.4,1.34,293951,"",91.9,.6,120915,"",,,,"",224.7,,494043,""
"1991","W","SHLL","CLAM","BUTTER CLAM","BCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1991","W","SHLL","CLAM","BLUE OR BAY MUSSEL","BMSL",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1991","W","SHLL","CLAM","BASKET COCKLE","CKLE",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1991","W","SHLL","CLAM","GEODUCK","GDUK",,,,"*",1413.2,.74,2292172,"",,,,"",,,,"",,,,"",1413.2,,2292172,"*"
"1991","W","SHLL","CLAM","NATIVE LITTLENECK","LCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1991","W","SHLL","CLAM","MANILA CLAM","MCLM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"1991","W","SHLL","CLAM","RAZOR CLAM","RCLM",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1991","W","SHLL","CLAM","SOFT-SHELLED CLAM","SCLM",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1991","W","SHLL","CLAM","UNSP. CLAM","UCLM",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1991","W","SHLL","OYST","PACIFIC OYSTER","PSTR",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1991","W","SHLL","SCAL","OTHER SCALLOP","OSCL",23.7,1.79,93459,"",,,,"*",,,,"",,,,"",,,,"",23.7,,93459,"*"
"1991","W","SHLL","SCAL","UNSP. SCALLOP","USCL",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1991","W","SRMP","....","UNSP. BAIT SHRIMP","BSRM",,,,"*",11.1,2.19,53678,"",14,2.32,71677,"",,,,"",,,,"",25.1,,125355,"*"
"1991","W","SRMP","....","OTHER SHRIMP","OSRM",36.9,.93,75213,"",4.9,2.38,25482,"",,,,"*",,,,"",,,,"",41.8,,100695,"*"
"1991","W","SRMP","....","PACIFIC PINK SHRIMP","PSHP",4.4,.67,6438,"",65.9,.58,84635,"",3511.8,.55,4277192,"",998.4,.55,1221426,"",,,,"",4580.5,,5589691,""
"1991","W","SRMP","....","SPOTTED PRAWN","SPRW",8.5,3.13,58719,"",13.7,3.77,114024,"",,,,"",,,,"",,,,"",22.2,,172743,""
"1991","W","XXXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**","",259,,599410,"",3680.5,,2446994,"",106.2,,128076,"",812.1,,412733,"",.6,,2946,"",4858.4,,3590159,""
"1992","W","CPEL","....","PACIFIC HERRING","PHRG",177.6,.5,194595,"",539.5,.43,510980,"",,,,"",,,,"",,,,"",717.1,,705575,""
"1992","W","CPEL","WETF","NORTHERN ANCHOVY","NANC",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1992","W","CPEL","WETF","UNSP. MACKEREL","UMCK",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1992","W","CRAB","....","DUNGENESS CRAB","DCRB",974.8,1.22,2613892,"",165.1,1.42,518157,"",4730.5,1.13,11767121,"",1112.7,1.1,2694521,"",,,,"",6983.1,,17593691,""
"1992","W","GRND","FLAT","ARROWTOOTH FLOUNDER","ARTH",1037.2,.11,247904,"",,,,"",251.8,.11,62541,"",,,,"*",,,,"",1289,,310445,"*"
"1992","W","GRND","FLAT","BUTTER SOLE","BSOL",,,,"*",,,,"",,,,"",,,,"",,,,"",0,,0,"*"
"1992","W","GRND","FLAT","DOVER SOLE","DOVR",238.8,.3,156747,"",,,,"",592.7,.29,384352,"",,,,"*",,,,"",831.5,,541099,"*"
"1992","W","GRND","FLAT","ENGLISH SOLE","EGLS",472.7,.35,363935,"",,,,"*",63.8,.33,46430,"",,,,"*",,,,"",536.5,,410365,"*"
"1992","W","GRND","FLAT","PETRALE SOLE","PTRL",54.4,.84,100172,"",,,,"",143.3,.85,268112,"",,,,"*",,,,"",197.7,,368284,"*"
"1992","W","GRND","FLAT","REX SOLE","REX",8.5,.31,5800,"",,,,"",26.9,.33,19429,"",,,,"*",,,,"",35.4,,25229,"*"
"1992","W","GRND","FLAT","ROCK SOLE","RSOL",18.7,.34,14072,"",,,,"",1.2,.34,938,"",,,,"*",,,,"",19.9,,15010,"*"
"1992","W","GRND","FLAT","SAND SOLE","SSOL",22.5,.72,35523,"",,,,"",11,.75,18210,"",,,,"*",,,,"",33.5,,53733,"*"
"1992","W","GRND","FLAT","STARRY FLOUNDER","STRY",187.2,.29,119608,"",,,,"*",35.1,.33,25262,"",,,,"*",,,,"",222.3,,144870,"*"
"1992","W","GRND","FLAT","UNSP. SANDDABS","UDAB",.9,.32,617,"",,,,"",2.3,.25,1255,"",,,,"*",,,,"",3.2,,1872,"*"
"1992","W","GRND","FLAT","UNSP. FLATFISH","UFLT",20.2,.32,14325,"",,,,"",3.6,.3,2357,"",,,,"*",,,,"",23.8,,16682,"*"
"1992","W","GRND","MGRN","SPINY DOGFISH","DSRK",1962.1,.14,585522,"",,,,"*",,,,"",,,,"",,,,"",1962.1,,585522,"*"
"1992","W","GRND","MGRN","SOUPFIN SHARK","SSRK",,,,"*",,,,"",.1,.82,96,"",,,,"*",,,,"",.1,,96,"*"
"1992","W","GRND","MGRN","UNSP. SKATE","USKT",36.1,.18,14523,"",,,,"*",,,,"*",,,,"",,,,"",36.1,,14523,"*"
"1992","W","GRND","ROCK","AURORA ROCKFISH","ARRA",0,.31,22,"",,,,"",0,.31,26,"",,,,"*",,,,"",0,,48,"*"
"1992","W","GRND","ROCK","BOCACCIO","BCAC",130.9,.31,88038,"",,,,"*",62.4,.32,44003,"",12.2,.31,8468,"",,,,"",205.5,,140509,"*"
"1992","W","GRND","ROCK","BLACK ROCKFISH","BLCK",.8,.31,551,"",,,,"",17.9,.32,12618,"",42.5,.33,30734,"",,,,"",61.2,,43903,""
"1992","W","GRND","ROCK","CANARY ROCKFISH","CNRY",419.6,.31,283382,"",,,,"*",302.1,.32,213655,"",93.1,.31,64639,"",,,,"",814.8,,561676,"*"
"1992","W","GRND","ROCK","DARKBLOTCHED ROCKFISH","DBRK",9.8,.3,6586,"",,,,"",5.6,.32,4014,"",4.8,.3,3206,"",,,,"",20.2,,13806,""
"1992","W","GRND","ROCK","GREENSTRIPED ROCKFISH","GSRK",8.1,.3,5330,"",,,,"",5,.33,3612,"",5.7,.3,3746,"",,,,"",18.8,,12688,""
"1992","W","GRND","ROCK","OTHER ROCKFISH","ORCK",72.6,.37,59745,"",1.7,.41,1598,"",72.9,.34,55107,"",,,,"*",,,,"",147.2,,116450,"*"
"1992","W","GRND","ROCK","PACIFIC OCEAN PERCH","POP",179.7,.3,118133,"",,,,"*",171.8,.31,117580,"",75.4,.31,50717,"",,,,"",426.9,,286430,"*"
"1992","W","GRND","ROCK","REDBANDED ROCKFISH","RDBD",3.4,.31,2325,"",,,,"*",2.8,.33,2028,"",.8,.32,597,"",,,,"",7,,4950,"*"
"1992","W","GRND","ROCK","REDSTRIPE ROCKFISH","REDS",47.5,.31,32262,"",,,,"*",33.2,.32,23500,"",16.3,.33,11975,"",,,,"",97,,67737,"*"
"1992","W","GRND","ROCK","ROUGHEYE ROCKFISH","REYE",7.7,.31,5299,"",,,,"",13.5,.32,9409,"",5.6,.32,3994,"",,,,"",26.8,,18702,""
"1992","W","GRND","ROCK","ROSETHORN ROCKFISH","RSTN",0,.32,10,"",,,,"",.2,.32,133,"",.2,.33,145,"",,,,"",.4,,288,""
"1992","W","GRND","ROCK","SHARPCHIN ROCKFISH","SHRP",30.7,.3,20517,"",,,,"*",9.6,.32,6717,"",4.6,.3,3095,"",,,,"",44.9,,30329,"*"
"1992","W","GRND","ROCK","SILVERGRAY ROCKFISH","SLGR",120.3,.31,81223,"",,,,"*",64,.32,45329,"",12.9,.31,8863,"",,,,"",197.2,,135415,"*"
"1992","W","GRND","ROCK","SPLITNOSE ROCKFISH","SNOS",1.9,.31,1291,"",,,,"",1.7,.32,1188,"",1.3,.31,887,"",,,,"",4.9,,3366,""
"1992","W","GRND","ROCK","SHORTRAKER ROCKFISH","SRKR",6.3,.31,4329,"",,,,"",7.1,.33,5155,"",4.4,.32,3107,"",,,,"",17.8,,12591,""
"1992","W","GRND","ROCK","NOM. SHORTSPINE THORNYHEAD","SSP1",24.4,.72,38490,"",1.4,1.55,4637,"",21.6,.66,31279,"",,,,"*",,,,"",47.4,,74406,"*"
"1992","W","GRND","ROCK","SHORTSPINE THORNYHEAD","SSPN",74.3,.31,50144,"",,,,"*",59.3,.32,42278,"",30,.33,21704,"",,,,"",163.6,,114126,"*"
"1992","W","GRND","ROCK","TIGER ROCKFISH","TIGR",0,.29,12,"",,,,"",0,.37,2,"",,,,"*",,,,"",0,,14,"*"
"1992","W","GRND","ROCK","UNSP. POP GROUP","UPOP",,,,"*",,,,"",3.8,.29,2389,"",,,,"*",,,,"",3.8,,2389,"*"
"1992","W","GRND","ROCK","UNSP. ROCKFISH","URCK",92.9,.41,84184,"",7.8,.56,9642,"",290.9,.32,205482,"",71.7,.27,42932,"",,,,"*",463.3,,342240,"*"
"1992","W","GRND","ROCK","WIDOW ROCKFISH","WDOW",330.8,.31,222516,"",,,,"*",402.9,.32,285579,"",198.6,.32,140989,"",,,,"",932.3,,649084,"*"
"1992","W","GRND","ROCK","NOM. WIDOW ROCKFISH","WDW1",1.1,.27,634,"",,,,"",,,,"*",,,,"*",,,,"",1.1,,634,"*"
"1992","W","GRND","ROCK","YELLOWEYE ROCKFISH","YEYE",14.9,.31,10067,"",,,,"*",6.7,.32,4798,"",3.4,.3,2266,"",,,,"",25,,17131,"*"
"1992","W","GRND","ROCK","YELLOWMOUTH ROCKFISH","YMTH",26.5,.31,18191,"",,,,"",3.8,.34,2875,"",,,,"*",,,,"",30.3,,21066,"*"
"1992","W","GRND","ROCK","NOM. YELLOWTAIL ROCKFISH","YTR1",50.9,.32,36136,"",,,,"*",97.5,.31,67165,"",,,,"*",,,,"",148.4,,103301,"*"
"1992","W","GRND","ROCK","YELLOWTAIL ROCKFISH","YTRK",502.8,.3,336330,"",,,,"*",412.2,.32,293441,"",276.3,.31,191407,"",,,,"",1191.3,,821178,"*"
"1992","W","GRND","ROND","LINGCOD","LCOD",234.6,.45,230232,"",1.7,.75,2727,"",250.3,.35,193144,"",54.5,.32,38788,"",,,,"*",541.1,,464891,"*"
"1992","W","GRND","ROND","PACIFIC COD","PCOD",1386.6,.33,1001954,"",,,,"*",156.7,.34,115962,"",,,,"*",,,,"",1543.3,,1117916,"*"
"1992","W","GRND","ROND","WALLEYE POLLOCK","PLCK",10.2,.16,3502,"",,,,"",,,,"",,,,"",,,,"",10.2,,3502,""
"1992","W","GRND","ROND","PACIFIC WHITING","PWHT",,,,"*",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1992","W","GRND","ROND","SABLEFISH","SABL",559.1,1.59,1958053,"",45.9,1.81,182846,"",534.2,1.38,1621508,"",,,,"*",,,,"",1139.2,,3762407,"*"
"1992","W","HMSP","....","BLUE SHARK","BSRK",,,,"",,,,"",,,,"*",,,,"*",,,,"",0,,0,"*"
"1992","W","HMSP","....","COMMON THRESHER SHARK","TSRK",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1992","W","HMSP","TUNA","ALBACORE","ALBC",15.1,1.06,35475,"",,,,"*",1254,1.06,2918176,"",517.2,1.07,1220833,"",,,,"",1786.3,,4174484,"*"
"1992","W","HMSP","TUNA","SKIPJACK TUNA","STNA",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1992","W","OTHR","....","EULACHON","EULC",,,,"",,,,"",,,,"*",1666.1,.08,294248,"",,,,"",1666.1,,294248,"*"
"1992","W","OTHR","....","MISC. FISH/ANIMALS","MISC",,,,"*",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1992","W","OTHR","....","MISC. FISH","MSC2",,,,"*",36.1,.56,44753,"",,,,"*",,,,"",,,,"",36.1,,44753,"*"
"1992","W","OTHR","....","UNSP. OCTOPUS","OCTP",18.6,.86,35261,"",.5,1.13,1354,"",1.5,.65,2106,"",,,,"*",,,,"",20.6,,38721,"*"
"1992","W","OTHR","....","PACIFIC HALIBUT","PHLB",91.4,2.58,519070,"",,,,"*",14.8,2.43,79301,"",5.5,1.42,17199,"",,,,"",111.7,,615570,"*"
"1992","W","OTHR","....","UNSP. SCULPIN","SCLP",1.4,.38,1154,"",.1,.35,58,"",.2,.26,93,"",,,,"*",,,,"",1.7,,1305,"*"
"1992","W","OTHR","....","UNSP. SHAD","SHAD",,,,"",,,,"",,,,"",,,,"*",,,,"",0,,0,"*"
"1992","W","OTHR","....","UNSP. SMELT","SMLT",7.7,.39,6665,"",13.5,.38,11191,"",,,,"*",,,,"*",,,,"",21.2,,17856,"*"
"1992","W","OTHR","....","UNSP. SQUID","SQID",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"1992","W","OTHR","....","UNSP. HAGFISH","UHAG",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1992","W","OTHR","....","UNSP. SHARK","USRK",.6,.45,601,"",,,,"",,,,"",,,,"*",,,,"",.6,,601,"*"
"1992","W","OTHR","ECHN","OTHER SEA URCHINS","OURC",87.3,.89,171699,"",33.5,.91,67021,"",,,,"",,,,"",,,,"",120.8,,238720,""
"1992","W","OTHR","ECHN","RED SEA URCHIN","RURC",910.9,.86,1731185,"",925.9,.7,1425662,"",,,,"",,,,"",,,,"",1836.8,,3156847,""
"1992","W","OTHR","ECHN","UNSP. SEA CUCUMBERS","USCU",957.3,1.21,2561193,"",776.4,1.22,2094786,"",,,,"",,,,"",,,,"",1733.7,,4655979,""
"1992","W","OTHR","STRG","GREEN STURGEON","GSTG",.5,.6,689,"",,,,"",25.9,.54,30735,"",20.2,.46,20574,"",,,,"",46.6,,51998,""
"1992","W","OTHR","STRG","WHITE STURGEON","WSTG",.1,1.15,187,"",,,,"",14.6,1.65,52901,"",34.4,1.62,123031,"",,,,"",49.1,,176119,""
"1992","W","SAMN","....","CHINOOK SALMON","CHNK",455.4,1.62,1630754,"",250.5,1.21,668818,"",719.3,1.48,2354691,"",275.8,1.29,784692,"",,,,"*",1701,,5438955,"*"
"1992","W","SAMN","....","CHUM SALMON","CHUM",3204.1,.5,3558805,"",2821.8,.48,2993685,"",600,.28,376328,"",2,.3,1338,"",,,,"",6627.9,,6930156,""
"1992","W","SAMN","....","COHO SALMON","COHO",464.9,1.09,1119526,"",521.7,.98,1127342,"",206.4,.99,451881,"",45.4,.91,91564,"",,,,"*",1238.4,,2790313,"*"
"1992","W","SAMN","....","PINK SALMON","PINK",.2,.24,110,"",.1,.22,43,"",0,.5,6,"",,,,"",,,,"",.3,,159,""
"1992","W","SAMN","....","SOCKEYE SALMON","SOCK",1199.4,1.92,5073261,"",351.4,1.91,1480917,"",14.9,.92,30099,"",,,,"*",,,,"",1565.7,,6584277,"*"
"1992","W","SAMN","....","STEELHEAD","STLH",29.2,.96,61615,"",18.4,1.03,41824,"",175.5,1.03,399096,"",104.7,.65,149576,"",,,,"*",327.8,,652111,"*"
"1992","W","SHLL","CLAM","BUTTER CLAM","BCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1992","W","SHLL","CLAM","BASKET COCKLE","CKLE",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1992","W","SHLL","CLAM","GEODUCK","GDUK",,,,"*",733.4,2.06,3335709,"",,,,"",,,,"",,,,"",733.4,,3335709,"*"
"1992","W","SHLL","CLAM","HORSE CLAMS","HCLM",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1992","W","SHLL","CLAM","NATIVE LITTLENECK","LCLM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1992","W","SHLL","CLAM","MANILA CLAM","MCLM",,,,"*",,,,"*",,,,"*",,,,"",,,,"",0,,0,"*"
"1992","W","SHLL","CLAM","RAZOR CLAM","RCLM",,,,"",,,,"",,,,"*",,,,"",,,,"",0,,0,"*"
"1992","W","SHLL","CLAM","SOFT-SHELLED CLAM","SCLM",,,,"",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1992","W","SHLL","OYST","PACIFIC OYSTER","PSTR",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
"1992","W","SHLL","SCAL","OTHER SCALLOP","OSCL",10.6,1.81,42194,"",,,,"*",,,,"",,,,"",,,,"",10.6,,42194,"*"
"1992","W","SHLL","SCAL","UNSP. SCALLOP","USCL",.6,1.35,1706,"",,,,"*",,,,"",,,,"*",,,,"",.6,,1706,"*"
"1992","W","SRMP","....","UNSP. BAIT SHRIMP","BSRM",16.1,3.06,108789,"",,,,"*",3.8,2.04,17184,"",,,,"",,,,"",19.9,,125973,"*"
"1992","W","SRMP","....","OTHER SHRIMP","OSRM",44,.88,85256,"",3.6,2.43,19064,"",,,,"",,,,"",,,,"",47.6,,104320,""
"1992","W","SRMP","....","PACIFIC PINK SHRIMP","PSHP",157.5,.38,133514,"",1.7,1.27,4888,"",3655,.34,2738119,"",,,,"*",,,,"",3814.2,,2876521,"*"
"1992","W","SRMP","....","SPOTTED PRAWN","SPRW",11.2,3.17,78209,"",7.8,4.32,74643,"",,,,"*",,,,"",,,,"",19,,152852,"*"
"1992","W","SRMP","....","UNSP. OCEAN SHRIMP","USRM",,,,"*",,,,"*",,,,"",,,,"",,,,"",0,,0,"*"
