"FGBNO","BL_SIZE","LAT_DEG","LAT_MIN","LONG_DEG","LONG_MIN","REGION","LAT_C","LONG_C","CENTER_LAT","CENTER_LONG","ACRES","HECTARES"
262,50,39,20,-123,40,"NORTHERN CALIFORNIA",40,-124,39.5,-123.5,7794,3154
263,50,39,20,-123,50,"NORTHERN CALIFORNIA",40,-124,39.5,-123.5,65625,26558
264,50,39,20,-124,0,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65626,26558
265,50,39,20,-124,10,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65627,26558
266,50,39,20,-124,20,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65627,26558
267,50,39,20,-124,30,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65627,26558
268,50,39,10,-123,40,"NORTHERN CALIFORNIA",40,-124,39.5,-123.5,20102,8135
269,50,39,10,-123,50,"NORTHERN CALIFORNIA",40,-124,39.5,-123.5,65780,26620
270,50,39,10,-124,0,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65781,26620
271,50,39,10,-124,10,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65781,26621
272,50,39,10,-124,20,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65781,26621
273,50,39,10,-124,30,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65781,26621
274,50,39,0,-123,40,"NORTHERN CALIFORNIA",40,-124,39.5,-123.5,49966,20220
275,50,39,0,-123,50,"NORTHERN CALIFORNIA",40,-124,39.5,-123.5,65934,26682
276,50,39,0,-124,0,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65934,26683
277,50,39,0,-124,10,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65934,26683
278,50,39,0,-124,20,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65935,26683
279,50,39,0,-124,30,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,65935,26683
280,52,39,30,-124,50,"NORTHERN CALIFORNIA",40,-126,39.5,-125.5,587854,237896
281,52,39,0,-124,40,"NORTHERN CALIFORNIA",40,-125,39.5,-124.5,592027,239585
299,102,39,0,-125,40,"",41,-127,40.5,-126.5,,
301,50,38,,-123,,"SACRAMENTO RIVER & DELTA AREA",,,,,63725,25789
400,86,37,10,-122,20,"",39,-124,38.5,-123.5,,
401,50,38,,-124,,"NORTHERN CALIFORNIA",,,,,1987,804
402,50,38,50,-123,40,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,53117,21496
403,50,38,50,-123,50,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,66087,26745
404,50,38,50,-124,0,"NORTHERN CALIFORNIA",39,-125,38.5,-124.5,66088,26745
405,50,38,50,-124,10,"NORTHERN CALIFORNIA",39,-125,38.5,-124.5,66088,26745
406,50,38,50,-124,20,"NORTHERN CALIFORNIA",39,-125,38.5,-124.5,66088,26745
407,50,38,40,-123,20,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,8567,3467
408,50,38,40,-123,30,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,52545,21264
409,50,38,40,-123,40,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,66240,26807
410,50,38,40,-123,50,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,66240,26807
411,50,38,40,-124,0,"NORTHERN CALIFORNIA",39,-125,38.5,-124.5,66241,26807
412,50,38,40,-124,10,"NORTHERN CALIFORNIA",39,-125,38.5,-124.5,66240,26807
413,50,38,40,-124,20,"NORTHERN CALIFORNIA",39,-125,38.5,-124.5,66240,26807
414,50,38,30,-123,10,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,8958,3625
415,50,38,30,-123,20,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,57094,23105
416,50,38,30,-123,30,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,66392,26868
417,50,38,30,-123,40,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,66392,26868
418,50,38,30,-123,50,"NORTHERN CALIFORNIA",39,-124,38.5,-123.5,66392,26868
419,50,38,30,-124,0,"NORTHERN CALIFORNIA",39,-125,38.5,-124.5,66392,26868
420,50,38,30,-124,10,"NORTHERN CALIFORNIA",39,-125,38.5,-124.5,66392,26868
421,50,38,30,-124,20,"NORTHERN CALIFORNIA",39,-125,38.5,-124.5,66392,26868
422,50,38,20,-123,0,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,22238,8999
423,50,38,20,-123,10,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,65166,26372
424,50,38,20,-123,20,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66542,26929
425,50,38,20,-123,30,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66543,26929
426,50,38,20,-123,40,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66543,26929
427,50,38,20,-123,50,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66544,26929
428,50,38,20,-124,0,"CENTRAL CALIFORNIA",39,-125,38.5,-124.5,66544,26929
430,50,38,10,-122,50,"CENTRAL CALIFORNIA",39,-123,38.5,-122.5,15194,6149
431,50,38,10,-123,0,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,62965,25481
432,50,38,10,-123,10,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66693,26990
433,50,38,10,-123,20,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66693,26990
434,50,38,10,-123,30,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66694,26990
435,50,38,10,-123,40,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66694,26990
436,50,38,10,-123,50,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66694,26990
437,50,38,10,-124,0,"CENTRAL CALIFORNIA",39,-125,38.5,-124.5,66694,26990
438,50,38,0,-122,50,"CENTRAL CALIFORNIA",39,-123,38.5,-122.5,21358,8643
439,50,38,0,-123,0,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66489,26907
440,50,38,0,-123,10,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66843,27050
441,50,38,0,-123,20,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66843,27051
442,50,38,0,-123,30,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66844,27051
443,50,38,0,-123,40,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66844,27051
444,50,38,0,-123,50,"CENTRAL CALIFORNIA",39,-124,38.5,-123.5,66844,27051
445,50,38,0,-124,0,"CENTRAL CALIFORNIA",39,-125,38.5,-124.5,66844,27051
446,50,37,50,-122,30,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,12004,4858
447,50,37,50,-122,40,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,42930,17373
448,50,37,50,-122,50,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,66574,26941
449,50,37,50,-123,0,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,66710,26997
450,50,37,50,-123,10,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,66994,27112
451,50,37,50,-123,20,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,66994,27111
452,50,37,50,-123,30,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,66993,27111
453,50,37,50,-123,40,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,66994,27111
455,50,37,40,-122,30,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,64949,26284
456,50,37,40,-122,40,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67143,27172
457,50,37,40,-122,50,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67129,27166
458,50,37,40,-123,0,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67048,27133
459,50,37,40,-123,10,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67143,27172
460,50,37,40,-123,20,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67142,27172
461,50,37,40,-123,30,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67142,27172
462,50,37,40,-123,40,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67142,27172
464,50,37,30,-122,30,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,64790,26220
465,50,37,30,-122,40,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67291,27232
466,50,37,30,-122,50,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67291,27232
467,50,37,30,-123,0,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67291,27232
468,50,37,30,-123,10,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67291,27232
469,50,37,30,-123,20,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67291,27232
470,50,37,30,-123,30,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67291,27232
471,50,37,30,-123,40,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67291,27232
472,50,37,20,-122,20,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,28794,11653
473,50,37,20,-122,30,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67440,27292
474,50,37,20,-122,40,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67439,27292
475,50,37,20,-122,50,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67439,27292
476,50,37,20,-123,0,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67438,27291
477,50,37,20,-123,10,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67438,27291
478,50,37,10,-122,20,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,39085,15817
479,50,37,10,-122,30,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67587,27351
480,50,37,10,-122,40,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67586,27351
481,50,37,10,-122,50,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67586,27351
482,50,37,10,-123,0,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67586,27351
483,50,37,10,-123,10,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67586,27351
484,52,38,30,-124,30,"CENTRAL CALIFORNIA",39,-125,38.5,-124.5,596158,241257
485,52,38,0,-124,10,"CENTRAL CALIFORNIA",39,-125,38.5,-124.5,600245,242911
486,52,37,30,-123,50,"CENTRAL CALIFORNIA",38,-125,37.5,-124.5,604281,244544
487,51,37,10,-123,20,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,405072,163927
488,50,37,49,-122,22,"SAN FRANCISCO BAY",38,-123,37.5,-122.5,113437,45906
489,50,37,35,-122,13,"SAN FRANCISCO BAY",38,-123,37.5,-122.5,74842,30287
499,72,37,10,-125,0,"",39,-126,38.5,-125.5,,
500,9,35,40,-121,10,"",37,-123,36.5,-122.5,,
501,50,37,0,-122,10,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,24805,10038
502,50,37,0,-122,20,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,66100,26750
503,50,37,0,-122,30,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67733,27411
504,50,37,0,-122,40,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67733,27410
505,50,37,0,-122,50,"CENTRAL CALIFORNIA",38,-123,37.5,-122.5,67733,27410
506,50,37,0,-123,0,"CENTRAL CALIFORNIA",38,-124,37.5,-123.5,67732,27410
507,50,36,50,-121,40,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,2409,975
508,50,36,50,-121,50,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,49133,19883
509,50,36,50,-122,0,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,52009,21047
510,50,36,50,-122,10,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,67686,27391
511,50,36,50,-122,20,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,67879,27470
512,50,36,50,-122,30,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,67879,27470
513,50,36,50,-122,40,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,67879,27470
514,50,36,50,-122,50,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,67879,27470
515,50,36,50,-123,0,"CENTRAL CALIFORNIA",37,-124,36.5,-123.5,67878,27469
516,50,36,40,-121,40,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,12729,5151
517,50,36,40,-121,50,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,68025,27529
518,50,36,40,-122,0,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68025,27529
519,50,36,40,-122,10,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68025,27529
520,50,36,40,-122,20,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68024,27529
521,50,36,40,-122,30,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68024,27528
522,50,36,40,-122,40,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68024,27528
523,50,36,40,-122,50,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68024,27528
524,50,36,40,-123,0,"CENTRAL CALIFORNIA",37,-124,36.5,-123.5,68024,27528
525,50,36,39,-121,50,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,458,185
526,50,36,30,-121,50,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,35072,14193
527,50,36,30,-122,0,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68170,27587
528,50,36,30,-122,10,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68170,27587
529,50,36,30,-122,20,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68170,27587
530,50,36,30,-122,30,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68169,27587
531,50,36,30,-122,40,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68169,27587
532,50,36,20,-121,50,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,34486,13956
533,50,36,20,-122,0,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68315,27646
534,50,36,20,-122,10,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68314,27646
535,50,36,20,-122,20,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68314,27646
536,50,36,20,-122,30,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68314,27646
537,50,36,20,-122,40,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68314,27646
538,50,36,10,-121,40,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,17167,6947
539,50,36,10,-121,50,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,60868,24633
540,50,36,10,-122,0,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68458,27704
541,50,36,10,-122,10,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68458,27704
542,50,36,10,-122,20,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68458,27704
543,50,36,10,-122,30,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68457,27704
544,50,36,10,-122,40,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68457,27704
545,52,36,40,-123,10,"CENTRAL CALIFORNIA",37,-124,36.5,-123.5,610904,247224
546,52,36,10,-122,50,"CENTRAL CALIFORNIA",37,-124,36.5,-123.5,614819,248808
547,50,36,0,-121,30,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,24486,9909
548,50,36,0,-121,40,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,68387,27675
549,50,36,0,-121,50,"CENTRAL CALIFORNIA",37,-122,36.5,-121.5,68601,27762
550,50,36,0,-122,0,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68601,27762
551,50,36,0,-122,10,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68601,27762
552,50,36,0,-122,20,"CENTRAL CALIFORNIA",37,-123,36.5,-122.5,68601,27762
553,50,35,50,-121,20,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,15946,6453
554,50,35,50,-121,30,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,68740,27818
555,50,35,50,-121,40,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,68744,27820
556,50,35,50,-121,50,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,68744,27820
557,50,35,50,-122,0,"CENTRAL CALIFORNIA",36,-123,35.5,-122.5,68743,27819
558,50,35,50,-122,10,"CENTRAL CALIFORNIA",36,-123,35.5,-122.5,68743,27819
559,50,35,50,-122,20,"CENTRAL CALIFORNIA",36,-123,35.5,-122.5,68743,27819
560,50,35,40,-121,10,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,7028,2844
561,50,35,40,-121,20,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,65086,26340
562,50,35,40,-121,30,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,68887,27877
563,50,35,40,-121,40,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,68886,27877
564,50,35,40,-121,50,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,68886,27877
565,50,35,40,-122,0,"CENTRAL CALIFORNIA",36,-123,35.5,-122.5,68885,27877
566,50,35,40,-122,10,"CENTRAL CALIFORNIA",36,-123,35.5,-122.5,68885,27877
567,50,35,40,-122,20,"CENTRAL CALIFORNIA",36,-123,35.5,-122.5,68885,27877
568,52,35,40,-122,30,"CENTRAL CALIFORNIA",36,-123,35.5,-122.5,618686,250373
599,82,35,40,-123,40,"",37,-125,36.5,-124.5,,
600,80,34,0,-118,20,"",36,-121,35.5,-120.5,,
601,50,35,30,-121,0,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,19345,7829
602,50,35,30,-121,10,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,64442,26079
603,50,35,30,-121,20,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69027,27934
604,50,35,30,-121,30,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69028,27934
605,50,35,30,-121,40,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69027,27934
606,50,35,30,-121,50,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69027,27934
607,50,35,20,-120,50,"CENTRAL CALIFORNIA",36,-121,35.5,-120.5,40126,16238
608,50,35,20,-121,0,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,66875,27063
609,50,35,20,-121,10,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69169,27992
610,50,35,20,-121,20,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69168,27991
611,50,35,20,-121,30,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69168,27991
612,50,35,20,-121,40,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69168,27991
613,50,35,20,-121,50,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69168,27991
614,50,35,10,-120,40,"CENTRAL CALIFORNIA",36,-121,35.5,-120.5,4003,1620
615,50,35,10,-120,50,"CENTRAL CALIFORNIA",36,-121,35.5,-120.5,54607,22099
616,50,35,10,-121,0,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69309,28048
617,50,35,10,-121,10,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69309,28048
618,50,35,10,-121,20,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69309,28048
619,50,35,10,-121,30,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69308,28048
620,50,35,10,-121,40,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69308,28048
621,50,35,10,-121,50,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69308,28048
622,50,35,0,-120,30,"CENTRAL CALIFORNIA",36,-121,35.5,-120.5,12437,5033
623,50,35,0,-120,40,"CENTRAL CALIFORNIA",36,-121,35.5,-120.5,68655,27783
624,50,35,0,-120,50,"CENTRAL CALIFORNIA",36,-121,35.5,-120.5,69448,28105
625,50,35,0,-121,0,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69448,28105
626,50,35,0,-121,10,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69448,28105
627,50,35,0,-121,20,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69448,28105
628,50,35,0,-121,30,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69448,28104
629,50,35,0,-121,40,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69447,28104
630,50,35,0,-121,50,"CENTRAL CALIFORNIA",36,-122,35.5,-121.5,69447,28104
631,50,34,50,-120,30,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,10245,4146
632,50,34,50,-120,40,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,69539,28141
633,50,34,50,-120,50,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,69586,28161
634,50,34,50,-121,0,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69587,28161
635,50,34,50,-121,10,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69587,28161
636,50,34,50,-121,20,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69586,28161
637,50,34,40,-120,30,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,20998,8498
638,50,34,40,-120,40,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,69725,28217
639,50,34,40,-120,50,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,69725,28217
640,50,34,40,-121,0,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69725,28217
641,50,34,40,-121,10,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69725,28217
642,50,34,40,-121,20,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69725,28217
643,50,34,30,-120,30,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,29592,11976
644,50,34,30,-120,40,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,69863,28272
645,50,34,30,-120,50,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,69863,28272
646,50,34,30,-121,0,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69862,28272
647,50,34,30,-121,10,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69862,28272
648,50,34,30,-121,20,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69862,28272
649,54,35,0,-122,0,"SOUTHERN CALIFORNIA",36,-123,35.5,-122.5,830844,336231
650,52,34,30,-121,30,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,627520,253948
651,50,34,20,-119,20,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,7320,2962
652,50,34,20,-119,30,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,32108,12994
653,50,34,20,-119,40,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,31656,12811
654,50,34,20,-119,50,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,39643,16043
655,50,34,20,-120,0,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,55283,22372
656,50,34,20,-120,10,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,56757,22969
657,50,34,20,-120,20,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,52797,21366
658,50,34,20,-120,30,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70000,28328
659,50,34,20,-120,40,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70000,28328
660,50,34,20,-120,50,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70000,28328
661,50,34,20,-121,0,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69999,28328
662,50,34,20,-121,10,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69999,28328
663,50,34,20,-121,20,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,69999,28328
664,50,34,10,-119,10,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,21363,8645
665,50,34,10,-119,20,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,66613,26958
666,50,34,10,-119,30,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,70138,28384
667,50,34,10,-119,40,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,70136,28383
668,50,34,10,-119,50,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,70134,28382
669,50,34,10,-120,0,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70137,28383
670,50,34,10,-120,10,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70138,28384
671,50,34,10,-120,20,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70139,28384
672,50,34,10,-120,30,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70137,28383
673,50,34,10,-120,40,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70136,28383
674,50,34,10,-120,50,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70136,28383
675,50,34,10,-121,0,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,70136,28383
676,50,34,10,-121,10,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,70136,28383
677,50,34,10,-121,20,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,70136,28383
678,50,34,0,-118,20,"SOUTHERN CALIFORNIA",35,-119,34.5,-118.5,214,87
679,50,34,0,-118,30,"SOUTHERN CALIFORNIA",35,-119,34.5,-118.5,15017,6077
680,50,34,0,-118,40,"SOUTHERN CALIFORNIA",35,-119,34.5,-118.5,10342,4185
681,50,34,0,-118,50,"SOUTHERN CALIFORNIA",35,-119,34.5,-118.5,18728,7579
682,50,34,0,-119,0,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,39252,15885
683,50,34,0,-119,10,"SOUTHERN CALIFORNIA",35,-120,34.5,-119.5,66443,26889
684,50,34,0,-119,20,"NO. CHANNEL ISLANDS",35,-120,34.5,-119.5,69548,28145
685,50,34,0,-119,30,"NO. CHANNEL ISLANDS",35,-120,34.5,-119.5,59151,23938
686,50,34,0,-119,40,"NO. CHANNEL ISLANDS",35,-120,34.5,-119.5,50837,20573
687,50,34,0,-119,50,"NO. CHANNEL ISLANDS",35,-120,34.5,-119.5,59506,24081
688,50,34,0,-120,0,"NO. CHANNEL ISLANDS",35,-121,34.5,-120.5,63104,25537
689,50,34,0,-120,10,"NO. CHANNEL ISLANDS",35,-121,34.5,-120.5,67278,27227
690,50,34,0,-120,20,"NO. CHANNEL ISLANDS",35,-121,34.5,-120.5,62281,25204
691,50,34,0,-120,30,"NO. CHANNEL ISLANDS",35,-121,34.5,-120.5,70273,28438
692,50,34,0,-120,40,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70272,28438
693,50,34,0,-120,50,"SOUTHERN CALIFORNIA",35,-121,34.5,-120.5,70272,28438
694,50,34,0,-121,0,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,70272,28438
695,50,34,0,-121,10,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,70272,28438
696,50,34,0,-121,20,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,70272,28438
697,52,34,0,-121,30,"SOUTHERN CALIFORNIA",35,-122,34.5,-121.5,631225,255448
699,101,34,0,-122,30,"",35,-124,34.5,-123.5,,
700,79,33,20,-117,30,"",34,-120,33.5,-119.5,,
701,50,33,50,-118,20,"SOUTHERN CALIFORNIA",34,-119,33.5,-118.5,28924,11705
702,50,33,50,-118,30,"SOUTHERN CALIFORNIA",34,-119,33.5,-118.5,70408,28493
703,50,33,50,-118,40,"SOUTHERN CALIFORNIA",34,-119,33.5,-118.5,70408,28493
704,50,33,50,-118,50,"SOUTHERN CALIFORNIA",34,-119,33.5,-118.5,70409,28493
705,50,33,50,-119,0,"SOUTHERN CALIFORNIA",34,-120,33.5,-119.5,70408,28493
