"","VESSEL_NUM","group","min_year","max_year"
"95","972638",2,2015,2020
"96","974410",4,2015,2020
"97","976542",2,2015,2020
"98","983626",4,2015,2020
"99","984694",5,2015,2020
"100","AK1114AM",2,2015,2020
"101","AK1301AN",2,2015,2020
"102","AK1795AN",5,2015,2020
"103","AK2846AK",2,2015,2020
"104","AK3565AN",5,2015,2020
"105","AK53403",2,2015,2020
"106","AK8806AM",5,2015,2020
"107","AK9680AN",2,2015,2020
"108","AZ5867BX",4,2015,2020
"109","CF0144SN",4,2015,2020
"110","CF0163TF",3,2015,2020
"111","CF0248EJ",4,2015,2020
"112","CF0500SK",4,2015,2020
"113","CF1241KJ",4,2015,2020
"114","CF1822ST",4,2015,2020
"115","CF1927VH",1,2015,2020
"116","CF1931ZM",5,2015,2020
"117","CF1978VH",5,2015,2020
"118","CF2009TK",5,2015,2020
"119","CF2010HN",4,2015,2020
"120","CF2017ER",1,2015,2020
"121","CF2036TJ",4,2015,2020
"122","CF2159VH",5,2015,2020
"123","CF2334UF",4,2015,2020
"124","CF2372NN",4,2015,2020
"125","CF2379BL",4,2015,2020
"126","CF2484VE",5,2015,2020
"127","CF2649SS",4,2015,2020
"128","CF2693UH",4,2015,2020
"129","CF2803JV",4,2015,2020
"130","CF2821HM",4,2015,2020
"131","CF3001GC",4,2015,2020
"132","CF3101KK",1,2015,2020
"133","CF3264SX",1,2015,2020
"134","CF3295TF",4,2015,2020
"135","CF3501HL",4,2015,2020
"136","CF3571SU",4,2015,2020
"137","CF3582TT",1,2015,2020
"138","CF3908SX",4,2015,2020
"139","CF4154JF",4,2015,2020
"140","CF4422UH",4,2015,2020
"141","CF4950HL",4,2015,2020
"142","CF5257TA",4,2015,2020
"143","CF5365FM",1,2015,2020
"144","CF5673WS",4,2015,2020
"145","CF5822RJ",1,2015,2020
"146","CF5911SP",4,2015,2020
"147","CF6134JE",4,2015,2020
"148","CF6337RZ",5,2015,2020
"149","CF6497PY",4,2015,2020
"150","CF6650EZ",4,2015,2020
"151","CF6666TX",4,2015,2020
"152","CF6730SL",4,2015,2020
"153","CF6860JM",4,2015,2020
"154","CF7006HK",1,2015,2020
"155","CF7080RJ",4,2015,2020
"156","CF7218UH",3,2015,2020
"157","CF7240CS",4,2015,2020
"158","CF7321UH",3,2015,2020
"159","CF7389UH",4,2015,2020
"160","CF7729NN",1,2015,2020
"161","CF8224FM",4,2015,2020
"162","CF8323SK",1,2015,2020
"163","CF8699BR",4,2015,2020
"164","CF8886GM",4,2015,2020
"165","CF8949KX",4,2015,2020
"166","CF8962EL",4,2015,2020
"167","CF9116HY",4,2015,2020
"168","CF9280TE",5,2015,2020
"169","CF9841JB",1,2015,2020
"170","CF9847TE",1,2015,2020
"171","OR072ACX",2,2015,2020
"172","OR108ADL",5,2015,2020
"173","OR661ZK",3,2015,2020
"174","OR868ADK",5,2015,2020
"175","WN0416RK",5,2015,2020
"176","WN1924RR",5,2015,2020
"177","WN3306SF",5,2015,2020
"178","WN4232NW",5,2015,2020
"179","WN5102SK",5,2015,2020
"180","WN7995RP",2,2015,2020
"181","WN8521SB",5,2015,2020
