"CRAB_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PORT_DESCRIPTION","NOV_ROUND_WEIGHT_MTONS","NOV_ROUND_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_ROUND_WEIGHT_MTONS","DEC_ROUND_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","JAN_ROUND_WEIGHT_MTONS","JAN_ROUND_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_ROUND_WEIGHT_MTONS","FEB_ROUND_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_ROUND_WEIGHT_MTONS","MAR_ROUND_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_ROUND_WEIGHT_MTONS","APR_ROUND_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_ROUND_WEIGHT_MTONS","MAY_ROUND_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_ROUND_WEIGHT_MTONS","JUN_ROUND_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_ROUND_WEIGHT_MTONS","JUL_ROUND_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_ROUND_WEIGHT_MTONS","AUG_ROUND_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_ROUND_WEIGHT_MTONS","SEP_ROUND_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_ROUND_WEIGHT_MTONS","OCT_ROUND_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","TOTAL_ROUND_WEIGHT_MTONS","TOTAL_ROUND_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"2017","C","ERA","EUREKA AREA PORTS",3.98,3.03,26581,"",720.81,3,4769086,"",402.48,2.88,2551220,"",253.38,2.93,1637579,"",84.48,3.34,621230,"",66.1,4.42,644460,"",34.03,4.45,333453,"",22.62,5.02,250476,"",5.74,3.97,50300,"",0,0,0,"",0,0,0,"",0,0,0,"",1593.62,3.1,10884384,""
"2017","C","MNA","MONTEREY AREA PORTS",21.4,3.34,157379,"",32.42,3.41,243743,"",18.05,3.58,142395,"",13.85,3.36,102621,"",31.71,3.51,245148,"",31.78,4.37,306463,"",16.32,4.62,166066,"",10.24,4.53,102217,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",175.76,3.78,1466032,"*"
"2017","C","MRA","MORRO BAY AREA PORTS",10.1,3.43,76449,"",30.67,3.17,214590,"",19.78,3.41,148650,"",24.27,3.3,176775,"",50.48,3.57,397169,"",72.15,4.39,698024,"",76.5,4.66,786465,"",52.76,5.26,612157,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",336.71,4.19,3110277,""
"2017","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"*"
"2017","C","SFA","SAN FRANCISCO AREA PORTS",1754.36,3.03,11734865,"",689.74,3.16,4802429,"",152.12,3.18,1065905,"",99.95,3.32,732199,"",108.97,3.51,844106,"",109.28,4.5,1082908,"",95.81,4.64,979949,"",54.85,4.65,562186,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",3065.09,3.23,21804547,"*"
"2017","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",9.15,4.39,88594,"",,,,"*",0,0,0,"",,,,"*",9.15,4.39,88594,"*"
"2017","O","BRA","BROOKINGS AREA PORTS",,,,"*",667.23,3,4417725,"",413.67,2.88,2626096,"",114.12,2.94,740121,"",44.15,3.27,318574,"",33.92,4.11,307313,"",21.05,4.46,207051,"",15.18,4.76,159396,"",12.87,4.08,115659,"",9.69,4.02,85863,"",0,0,0,"",0,0,0,"",1331.88,3.06,8977798,"*"
"2017","O","CBA","COOS BAY AREA PORTS",1,3.17,7013,"",0,0,0,"",1342.3,2.89,8541935,"",493.6,2.96,3222585,"",158.72,3.63,1270074,"",95.92,5.17,1093435,"",50.51,5.86,652099,"",16.66,4.85,178335,"",11.16,4.15,102079,"",4.23,4.57,42681,"",4.89,3.82,41174,"",10.16,3.36,75331,"",2189.15,3.15,15226742,""
"2017","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",0,0,0,"",1348.71,2.88,8563733,"",473.66,2.94,3065728,"",80.59,3.46,615373,"",43.44,4.54,434546,"",11.42,4.55,114622,"",1.63,4.14,14833,"",2.42,4.19,22377,"",1.36,5.46,16311,"",0,0,0,"",.22,4.63,2232,"",1963.44,2.97,12849756,"*"
"2017","O","NPA","NEWPORT AREA PORTS",.74,2.9,4731,"",0,0,0,"",2023.53,2.89,12907388,"",1025.79,2.95,6664259,"",127.01,3.84,1075085,"",98.18,5.21,1128579,"",43.82,5.96,576046,"",23.56,5.68,295054,"",12.04,4.79,127162,"",5.81,4.72,60357,"",9.87,5.13,111629,"",3.42,4.09,30794,"",3373.75,3.09,22981083,""
"2017","O","TLA","TILLAMOOK AREA PORTS",.71,1.57,2450,"",0,0,0,"",248.92,2.91,1595656,"",91.77,3.01,608914,"",23.08,4.04,205342,"",23.48,5.19,268846,"",9.68,5.66,120726,"",7.48,4.4,72525,"",6.85,4.37,65942,"",4.78,4.82,50799,"",1.88,5.18,21422,"",3.64,5.04,40430,"",422.27,3.28,3053052,""
"2017","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2017","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",0,0,0,"",1135.29,2.87,7181074,"",324.95,2.96,2120423,"",80.37,3.93,696289,"",50.33,5.1,566196,"",12.51,5.31,146300,"",6.59,5.23,75992,"",9.74,5.06,108734,"",11.07,5.04,122916,"",5.52,5.18,63046,"",,,,"*",1636.36,3.07,11080969,"*"
"2017","W","CWA","WASHINGTON COASTAL PORTS",224.37,3.1,1531779,"",571.41,3.04,3826754,"",3295.12,2.9,21055924,"",1446.63,2.97,9470374,"",362,4.1,3268708,"",155.49,5.2,1782681,"",59.33,5.5,719726,"",28.03,4.42,273063,"",26.51,3.43,200289,"",20.76,3.93,179800,"",12.25,5.4,145929,"",,,,"*",6201.91,3.11,42455028,"*"
"2017","W","NPS","NORTH PUGET SOUND PORTS",316.35,4.43,3091374,"",382.19,3.9,3289386,"",542.64,3.36,4024940,"",429.1,3.33,3149433,"",244.58,4.52,2436738,"",60.25,6.01,798776,"",30.91,6.66,453994,"",279.12,4.2,2585519,"",249.12,4.28,2353265,"",292.46,5.74,3703437,"",253.97,5.95,3332469,"",939.18,3.97,8216794,"",4019.87,4.22,37436125,""
"2017","W","SPS","SOUTH PUGET SOUND PORTS",17.45,4.55,175075,"",24.74,4.17,227345,"",95.44,3.36,706037,"",66.94,3.43,506076,"",38.2,4.78,402142,"",12.6,5.86,162667,"",10.91,6.64,159727,"",44.31,4.85,473311,"",24.69,4.23,230099,"",30.92,5.01,341626,"",26.61,5.75,337040,"",84.82,4.03,754072,"",477.63,4.25,4475219,""
"2017","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",30.75,4.51,305637,"",67.95,4.17,624093,"",88.91,3.16,620251,"",30.79,3.29,223078,"",34.61,4.41,336576,"",16.31,5.52,198392,"",13.21,6.49,189068,"",16.85,4.73,175571,"",13.81,4.28,130272,"",29.14,5.55,356732,"",3.48,6.44,49414,"",118.12,3.98,1036660,"",463.93,4.15,4245744,""
"2017","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2018","C","BDA","BODEGA BAY AREA PORTS",429.91,3.41,3233837,"",285.36,5.42,3412849,"",48.72,6.33,679507,"",20.72,3.02,138141,"",31.7,3.72,259731,"",7.51,5.6,92721,"",24.42,6.49,349235,"",13.78,4.9,148960,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",862.12,4.37,8314981,"*"
"2018","C","BGA","FORT BRAGG AREA PORTS",,,,"*",0,0,0,"",118.72,3,785490,"",384.23,2.81,2376658,"",145.11,3.55,1137184,"",25.26,5.73,318872,"",24.23,6.66,355896,"",12.69,5.3,148284,"",8.24,5.24,95118,"",0,0,0,"",0,0,0,"",0,0,0,"",718.49,3.29,5217502,"*"
"2018","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",0,0,0,"",10.02,2.55,56247,"",2753.45,2.73,16581722,"",596.15,3.58,4709998,"",83.7,5.49,1013701,"",53.91,6.85,813715,"",31.84,5.16,362180,"",12.69,5.01,140105,"",0,0,0,"",0,0,0,"",0,0,0,"",3541.78,3.03,23677667,""
"2018","C","ERA","EUREKA AREA PORTS",0,0,0,"",0,0,0,"",4.85,2.86,30626,"",1936.11,2.73,11650592,"",471.84,3.48,3621899,"",60.55,5.75,768253,"",73.37,6.64,1074426,"",17.98,4.88,193371,"",5.19,4.55,52047,"",0,0,0,"",0,0,0,"",0,0,0,"",2569.9,3.07,17391214,""
"2018","C","MNA","MONTEREY AREA PORTS",31.77,3.56,249433,"",33.7,5.27,391359,"",10.68,5.89,138576,"",6.49,3.71,53037,"",8.58,4.03,76251,"",4.81,5.32,56413,"",4.98,6.78,74451,"",10.19,3.82,85773,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",111.2,4.59,1125292,""
"2018","C","MRA","MORRO BAY AREA PORTS",4.04,3.7,32944,"",11.86,5.66,148093,"",8.84,6.28,122305,"",5.1,3.79,42572,"",10.98,4.26,103183,"",10.26,5.63,127392,"",18.45,6.89,280398,"",6.35,6.38,89388,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",75.88,5.66,946277,""
"2018","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2018","C","SFA","SAN FRANCISCO AREA PORTS",935.51,3.36,6928970,"",320.65,5.33,3767140,"",52.9,6.28,732273,"",26.96,3.89,231489,"",18.18,4.52,181211,"",10.3,5.35,121532,"",10.11,6.69,149216,"",6.71,5.57,82348,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",1381.33,4,12194180,"*"
"2018","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2018","O","BRA","BROOKINGS AREA PORTS",,,,"*",,,,"*",,,,"*",1131.83,2.75,6853474,"",285.13,3.63,2279714,"",34.91,5.07,390189,"",24.29,6.15,329114,"",18.04,5.24,208405,"",13.34,4.66,137119,"",5.9,4.56,59312,"",0,0,0,"",0,0,0,"",1513.43,3.07,10257326,"*"
"2018","O","CBA","COOS BAY AREA PORTS",4.94,2.64,28791,"",.67,.52,780,"",679.68,2.81,4206918,"",1455.24,2.9,9297257,"",439.37,4.14,4013763,"",71.08,7.25,1136496,"",54.89,7.03,850939,"",10.79,5.19,123374,"",2.33,5.18,26598,"",3.44,5.55,42119,"",.34,5.06,3842,"",1.47,4.22,13700,"",2724.26,3.29,19744577,""
"2018","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",,,,"*",611.54,2.77,3738139,"",1043.81,2.8,6446052,"",225.73,3.99,1986971,"",31.43,6,415517,"",11.07,6.27,152889,"",3.45,4.33,32916,"",2.49,4.41,24192,"",.78,4.59,7865,"",0,0,0,"",,,,"*",1930.29,3.01,12804540,"*"
"2018","O","NPA","NEWPORT AREA PORTS",3.2,1.06,7498,"",0,0,0,"",765.09,2.84,4792357,"",2378.32,2.91,15247803,"",501.04,4.22,4656256,"",117.84,7.58,1969648,"",70.43,7.19,1116328,"",23.04,4.87,247597,"",5.44,5.66,67855,"",5.59,5.82,71813,"",1.15,5.47,13817,"",1.39,5.98,18263,"",3872.54,3.3,28209236,""
"2018","O","TLA","TILLAMOOK AREA PORTS",2.61,5.18,29816,"",0,0,0,"",57.22,3.06,385514,"",268.83,2.87,1700851,"",62.73,4.05,560445,"",18.54,7.21,294538,"",18.57,7.21,295108,"",12.17,4.99,133820,"",6.3,4.35,60501,"",3.22,4.5,31959,"",.21,5.8,2716,"",.78,5.13,8818,"",451.18,3.52,3504085,""
"2018","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2018","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",,,,"*",,,,"*",,,,"*",8.37,5.2,95961,"",21.46,7.28,344585,"",16.12,6.47,229941,"",7.27,5.23,83862,"",3.49,5.93,45640,"",3.61,5.99,47704,"",2.54,6.17,34529,"",,,,"*",62.86,6.37,882221,"*"
"2018","W","CWA","WASHINGTON COASTAL PORTS",2.25,4.08,20264,"",616.65,5,6798180,"",,,,"*",91.12,3.35,673592,"",74.87,5,825767,"",124.32,8.14,2230183,"",62.26,7.32,1005296,"",45.07,4.42,439046,"",21.99,3.81,184511,"",23.1,4.48,228384,"",11.87,4.55,119086,"",,,,"*",1073.52,5.29,12524309,"*"
"2018","W","NPS","NORTH PUGET SOUND PORTS",256.65,4.22,2387690,"",339.84,5.78,4329304,"",54.24,5.52,659707,"",170.66,3.98,1496139,"",147,4.88,1581246,"",55.86,8.34,1027235,"",47.99,7.75,819507,"",339.05,4.79,3583507,"",142.87,4.86,1531856,"",257.65,6.77,3844593,"",202.53,4.39,1961852,"",939.99,3.63,7526823,"",2954.33,4.72,30749458,""
"2018","W","SPS","SOUTH PUGET SOUND PORTS",13.95,4.49,137953,"",38.94,5.76,494827,"",5.72,6.01,75733,"",18.86,3.69,153519,"",77.66,4.54,776925,"",22.49,7.88,390445,"",23.7,6.98,364939,"",42.53,4.9,459789,"",23.71,4.79,250215,"",40.7,6.99,627176,"",33.06,5.01,364939,"",88.83,3.95,773029,"",430.13,5.14,4869489,""
"2018","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",,,,"*",34.89,5.89,453179,"",1509.09,3.55,11811520,"",3221.42,3.1,22028980,"",721.72,4.52,7185198,"",41.17,7.14,648215,"",16.7,6.95,255745,"",38.98,4.38,376061,"",43.79,4.62,445542,"",25.74,5.81,329559,"",20.57,4.96,225081,"",133.22,3.94,1157488,"",5807.28,3.51,44916567,"*"
"2018","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2019","C","BDA","BODEGA BAY AREA PORTS",235.1,3.89,2017060,"",165.42,5.01,1828712,"",55.1,3.57,433506,"",40.17,3.92,347145,"",17.24,4.31,163942,"",7.1,5.25,82219,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",520.14,4.25,4872583,""
"2019","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",0,0,0,"",243.74,3.04,1634899,"",122.32,3.62,976699,"",50.3,4.2,465450,"",7.19,4.63,73331,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",423.55,3.37,3150379,""
"2019","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",0,0,0,"",1182.28,3.08,8016793,"",1094.13,3.62,8740925,"",170.18,4.12,1544231,"",44.32,5.39,526426,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",2490.9,3.43,18828374,""
"2019","C","ERA","EUREKA AREA PORTS",0,0,0,"",0,0,0,"",948.75,3.04,6356579,"",349.48,3.54,2728726,"",71.58,4.06,639987,"",9.03,4.75,94554,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",1378.83,3.23,9819846,""
"2019","C","MNA","MONTEREY AREA PORTS",15.78,4.24,147432,"",15.11,5.21,173414,"",11.12,4.46,109400,"",9.62,4.23,89690,"",13.16,4.73,137168,"",4.72,5.08,52945,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",69.52,4.63,710049,""
"2019","C","MRA","MORRO BAY AREA PORTS",4.82,4.08,43425,"",11.62,5.76,147577,"",10.34,3.96,90410,"",10.23,4.34,97968,"",19.45,4.93,211305,"",11.03,5.51,134136,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",67.5,4.87,724820,""
"2019","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2019","C","SFA","SAN FRANCISCO AREA PORTS",632.3,3.78,5271010,"",245.54,4.73,2560087,"",50.93,4.36,489211,"",33.72,4.21,312819,"",35.97,4.82,382093,"",15.05,5.47,181415,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",1013.5,4.12,9196634,"*"
"2019","C","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2019","O","BRA","BROOKINGS AREA PORTS",,,,"*",,,,"*",,,,"*",936.06,3.44,7103084,"",113.08,4.01,999902,"",30.19,5.48,364753,"",22.03,5.64,274037,"",11.13,5.47,134233,"",8.41,4.29,79504,"",3.85,4.37,37079,"",0,0,0,"",0,0,0,"",1124.75,3.63,8992591,"*"
"2019","O","CBA","COOS BAY AREA PORTS",1.96,3.06,13189,"",,,,"*",1262.01,3.19,8863755,"",787.37,3.92,6804835,"",162.12,4.28,1528426,"",66.93,6.69,987544,"",32.48,7.87,563436,"",12.09,5.72,152406,"",6.4,5.02,70873,"",1.73,5.78,22087,"",,,,"*",,,,"*",2333.08,3.7,19006550,"*"
"2019","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",0,0,0,"",1247.5,3.07,8443797,"",195.03,4.09,1757282,"",67.39,4.42,656774,"",16.22,5.01,179121,"",9.09,6.32,126638,"",3.44,4.75,36058,"",1.41,4.63,14383,"",,,,"*",,,,"*",.09,6.43,1330,"",1540.18,3.3,11215384,"*"
"2019","O","NPA","NEWPORT AREA PORTS",4.92,3.27,35443,"",,,,"*",2368.43,3.2,16714313,"",494.55,4.42,4815557,"",166.53,4.73,1735384,"",52.55,6.88,797028,"",21.8,7.85,377296,"",8.79,6.37,123513,"",5.54,6.53,79817,"",1.89,7.1,29590,"",,,,"*",3.52,4.59,35653,"",3128.53,3.59,24743593,"*"
"2019","O","TLA","TILLAMOOK AREA PORTS",2.04,4.39,19767,"",,,,"*",243.09,3.23,1730704,"",48.88,4.25,458038,"",27.96,4.65,286756,"",10.94,6.76,163113,"",9.1,7.32,146854,"",5.47,5.77,69584,"",5.19,4.79,54877,"",1.94,4.76,20383,"",.26,5.86,3352,"",1.02,6.07,13695,"",355.9,3.78,2967124,"*"
"2019","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",2.86,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",.02,.36,16,"",,,,"*",2.88,0,16,"*"
"2019","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",,,,"*",,,,"*",1095.34,3.13,7565711,"",128.08,4.37,1233945,"",43.94,4.72,457658,"",6,5.91,78178,"",9.98,7.16,157588,"",4.71,6.62,68809,"",5.13,5.85,66209,"",5.75,6.03,76441,"",3.17,5.49,38335,"",,,,"*",1302.11,3.39,9742873,"*"
"2019","W","CWA","WASHINGTON COASTAL PORTS",,,,"*",,,,"*",2598.71,3.18,18199589,"",544.19,4.56,5476760,"",189.92,4.84,2026813,"",84.94,7.18,1344332,"",56.94,7.18,901403,"",37.11,4.62,377635,"",48.58,4.23,453030,"",52.88,4.45,519091,"",18.11,4.21,168022,"",10.83,3.81,90903,"",3642.19,3.68,29557577,"*"
"2019","W","NPS","NORTH PUGET SOUND PORTS",423.57,4.37,4082651,"",189,5.75,2396900,"",352.96,4.22,3286712,"",239.3,5.03,2652802,"",188.77,5.04,2098316,"",12.33,7.02,190757,"",71.41,7.3,1149645,"",142.77,5.06,1593538,"",111.16,4.88,1195872,"",214.57,4.4,2079867,"",275.41,4.57,2775919,"",837.31,3.72,6865100,"",3058.57,4.5,30368080,""
"2019","W","SPS","SOUTH PUGET SOUND PORTS",39.05,4.58,394366,"",19.2,5.79,245062,"",136.8,3.59,1082953,"",46.74,4.9,504891,"",32.39,5.66,403984,"",7.27,5.76,92248,"",40.66,7.23,647870,"",70.66,4.64,722863,"",9.77,4.55,97999,"",34.44,5.92,449429,"",27.43,4.79,289769,"",63.23,3.62,503975,"",527.63,4.67,5435409,""
"2019","W","WA5","OTHER OR UNKNOWN WASHINGTON PORTS",52.71,4.58,532263,"",46.58,6.5,667512,"",139.28,3.56,1092177,"",41.26,4.88,443782,"",57.55,5.02,637543,"",8.21,6.9,124971,"",26.93,7.17,425791,"",43.7,4.86,467891,"",14.2,4.62,144556,"",32.78,4.62,333669,"",14.74,4.21,136705,"",61.47,3.99,540624,"",539.42,4.66,5547482,""
"2019","W","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"2020","C","BDA","BODEGA BAY AREA PORTS",0,0,0,"",668.94,3.09,4554720,"",308.43,3.6,2449438,"",174.64,3.89,1496564,"",81.18,3.75,671954,"",21.46,3.36,158874,"",33.23,4.37,320155,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",1287.88,3.4,9651706,""
"2020","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",,,,"*",85.63,3.58,676000,"",50.13,3.78,417336,"",33.13,3.36,245518,"",9.73,3.14,67358,"",22.04,4.5,218641,"",13.58,5.28,157934,"",3.89,4.61,39564,"",0,0,0,"",0,0,0,"",0,0,0,"",218.13,3.79,1822349,"*"
"2020","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",79.08,3,522996,"",783.3,3.39,5849713,"",255.01,3.75,2107894,"",94.9,3.43,718308,"",35.41,3.35,261469,"",23.06,4.54,230603,"",9.19,4.99,101105,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",1279.95,3.47,9792089,"*"
"2020","C","ERA","EUREKA AREA PORTS",0,0,0,"",98.88,3,653744,"",553.62,3.3,4023878,"",146.65,3.73,1206105,"",61.45,3.4,460630,"",40.5,3.17,283216,"",31.14,4.16,285484,"",12.94,5.1,145637,"",3.58,4.95,39053,"",0,0,0,"",0,0,0,"",0,0,0,"",948.77,3.39,7097748,""
"2020","C","MNA","MONTEREY AREA PORTS",0,0,0,"",30.74,3.42,231457,"",44.97,3.67,363482,"",24.52,3.92,211848,"",14.96,3.66,120797,"",11.32,3.4,84840,"",2.45,4.5,24275,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",128.97,3.65,1036698,"*"
"2020","C","MRA","MORRO BAY AREA PORTS",0,0,0,"",4.79,3.72,39223,"",6.41,4,56551,"",7.63,4.13,69509,"",4.55,3.81,38204,"",11.45,3.81,96179,"",5.14,4.36,49427,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",39.98,3.96,349093,""
"2020","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"2020","C","SFA","SAN FRANCISCO AREA PORTS",0,0,0,"",1577.36,3.11,10825609,"",500.36,3.59,3954759,"",148.53,4.11,1344448,"",69.93,3.81,587911,"",31.64,3.53,246212,"",19.46,4.15,177851,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",2347.29,3.31,17136789,"*"
"2020","C","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"*"
"2020","O","BRA","BROOKINGS AREA PORTS",,,,"*",78.51,2.99,518334,"",534.63,3.27,3859490,"",172.01,3.65,1385668,"",48.05,3.47,367115,"",15.94,3.26,114635,"",8.91,3.97,77908,"",6.3,4.25,58942,"",4.52,4.28,42647,"",3.45,3.86,29396,"",0,0,0,"",0,0,0,"",872.32,3.36,6454135,"*"
"2020","O","CBA","COOS BAY AREA PORTS",1.72,2.21,8343,"",29.2,2.91,187139,"",1051.33,3.49,8087247,"",331.05,3.78,2756574,"",89.48,3.64,718360,"",57.44,4.6,581926,"",46.81,6.48,668300,"",12.84,4.92,139290,"",5.6,4.72,58254,"",2.71,4.55,27148,"",,,,"*",.25,4.15,2297,"",1628.42,3.69,13234878,"*"
"2020","O","CLO","COLUMBIA RIVER PORTS (OREGON)",,,,"*",10.41,2.98,68501,"",1307.22,3.4,9802487,"",499.02,3.69,4055617,"",142.25,3.47,1086856,"",43.38,4.05,387210,"",19.59,5.69,245672,"",7.5,4.49,74250,"",5.31,3.89,45448,"",.45,3.59,3595,"",.02,0,0,"",,,,"*",2035.15,3.51,15769634,"*"
"2020","O","NPA","NEWPORT AREA PORTS",9.5,4.06,84930,"",27.72,3,183423,"",2794.25,3.56,21931275,"",831.85,3.75,6883513,"",207.26,3.66,1672199,"",103.47,4.67,1064298,"",59.28,6.57,858361,"",25.51,5.46,307327,"",12.02,5.43,143804,"",5.42,5.77,68931,"",3.86,4.76,40504,"",5.41,4.87,58150,"",4085.55,3.7,33296715,""
"2020","O","TLA","TILLAMOOK AREA PORTS",1.47,4.65,15096,"",,,,"*",195.81,3.52,1517922,"",125.83,3.79,1051194,"",43.01,3.69,349812,"",34.52,4.73,360257,"",32.09,6.45,456534,"",18.73,4.75,195946,"",12.48,4.37,120216,"",5.69,4.34,54385,"",.59,5.23,6844,"",1.03,5.45,12430,"",471.25,3.99,4140634,"*"
"2020","O","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
