"LANDING_YEAR","PORT_AREA_CODE","ROUND_WEIGHT_MTONS","LANDING_MONTH"
2010,"LAA",0,5
2010,"MNA",16.5,5
2010,"MRA",0,5
2010,"SFA",26.38,5
2010,"XXX",0,5
2010,"BRA",7.35,5
2010,"CBA",29,5
2010,"CLO",13.81,5
2010,"NPA",34.86,5
2010,"TLA",16.21,5
2010,"XXX",0,5
2010,"CLW",6.11,5
2010,"CWA",106.6,5
2010,"NPS",101.18,5
2010,"SPS",20.49,5
2010,"WA5",0,5
2010,"XXX",0,5
2011,"BDA",29.72,5
2011,"BGA",17.87,5
2011,"CCA",15.48,5
2011,"ERA",35.11,5
2011,"MNA",10.18,5
2011,"MRA",0,5
2011,"SBA",0,5
2011,"SFA",27.35,5
2011,"XXX",0,5
2011,"BRA",24.36,5
2011,"CBA",36.94,5
2011,"CLO",47.75,5
2011,"NPA",31.69,5
2011,"TLA",19.44,5
2011,"XXX",0,5
2011,"CLW",14.15,5
2011,"CWA",216.39,5
2011,"NPS",22.31,5
2011,"SPS",36.74,5
2011,"WA5",0,5
2011,"XXX",0,5
2012,"BDA",40.37,5
2012,"BGA",27.43,5
2012,"CCA",78.61,5
2012,"ERA",110.3,5
2012,"MNA",16.48,5
2012,"MRA",12.66,5
2012,"SBA",0,5
2012,"SFA",32.75,5
2012,"XXX",0,5
2012,"BRA",29.07,5
2012,"CBA",43.26,5
2012,"CLO",32.75,5
2012,"NPA",28.76,5
2012,"TLA",12.98,5
2012,"XXX",0,5
2012,"CLW",12.87,5
2012,"CWA",114.96,5
2012,"NPS",36.19,5
2012,"SPS",13.24,5
2012,"WA5",0,5
2012,"XXX",0,5
2013,"BDA",29.02,5
2013,"BGA",4.71,5
2013,"CCA",83.76,5
2013,"ERA",100.58,5
2013,"MNA",20.13,5
2013,"MRA",18.03,5
2013,"SBA",0,5
2013,"SFA",16.85,5
2013,"XXX",0,5
2013,"BRA",54.74,5
2013,"CBA",25.85,5
2013,"CLO",27.64,5
2013,"NPA",16.69,5
2013,"TLA",9.41,5
2013,"XXX",0,5
2013,"CLW",10.13,5
2013,"CWA",135.65,5
2013,"NPS",54.96,5
2013,"SPS",24.99,5
2013,"WA5",0,5
2013,"XXX",0,5
2014,"BDA",20.29,5
2014,"BGA",0,5
2014,"CCA",22.88,5
2014,"ERA",47.92,5
2014,"MNA",21.14,5
2014,"MRA",20.5,5
2014,"SBA",0,5
2014,"SFA",39.62,5
2014,"XXX",0,5
2014,"BRA",14.03,5
2014,"CBA",29.29,5
2014,"CLO",15.93,5
2014,"NPA",24.36,5
2014,"TLA",13.08,5
2014,"XXX",0,5
2014,"CLW",9.94,5
2014,"CWA",75.42,5
2014,"NPS",66.46,5
2014,"SPS",37.26,5
2014,"WA5",0,5
2014,"XXX",0,5
2015,"BDA",9.55,5
2015,"BGA",0,5
2015,"CCA",2.05,5
2015,"ERA",4.91,5
2015,"MNA",10.46,5
2015,"MRA",26.9,5
2015,"SFA",10.97,5
2015,"XXX",0,5
2015,"BRA",16.6,5
2015,"CBA",18.51,5
2015,"CLO",4.12,5
2015,"NPA",25.53,5
2015,"TLA",3.32,5
2015,"XXX",0,5
2015,"CLW",3.68,5
2015,"CWA",54.32,5
2015,"NPS",52.46,5
2015,"SPS",38.1,5
2015,"WA5",0,5
2015,"XXX",0,5
2016,"BDA",186.06,5
2016,"BGA",144.89,5
2016,"CCA",590.59,5
2016,"ERA",506.32,5
2016,"MNA",65.58,5
2016,"MRA",162.77,5
2016,"SFA",388.76,5
2016,"XXX",0,5
2016,"BRA",54.42,5
2016,"CBA",13.01,5
2016,"CLO",14.86,5
2016,"NPA",21.37,5
2016,"TLA",11.34,5
2016,"XXX",0,5
2016,"CLW",5.75,5
2016,"CWA",23.46,5
2016,"NPS",36.99,5
2016,"SPS",22.03,5
2016,"WA5",0,5
2016,"XXX",0,5
2017,"BDA",57.33,5
2017,"BGA",35.06,5
2017,"CCA",18.96,5
2017,"ERA",34.03,5
2017,"MNA",16.32,5
2017,"MRA",76.5,5
2017,"SBA",0,5
2017,"SFA",95.81,5
2017,"XXX",0,5
2017,"BRA",21.05,5
2017,"CBA",50.51,5
2017,"CLO",11.42,5
2017,"NPA",43.82,5
2017,"TLA",9.68,5
2017,"XXX",0,5
2017,"CLW",12.51,5
2017,"CWA",59.33,5
2017,"NPS",30.91,5
2017,"SPS",10.91,5
2017,"WA5",13.21,5
2017,"XXX",0,5
2018,"BDA",24.42,5
2018,"BGA",24.23,5
2018,"CCA",53.91,5
2018,"ERA",73.37,5
2018,"MNA",4.98,5
2018,"MRA",18.45,5
2018,"SBA",0,5
2018,"SFA",10.11,5
2018,"XXX",0,5
2018,"BRA",24.29,5
2018,"CBA",54.89,5
2018,"CLO",11.07,5
2018,"NPA",70.43,5
2018,"TLA",18.57,5
2018,"XXX",0,5
2018,"CLW",16.12,5
2018,"CWA",62.26,5
2018,"NPS",47.99,5
2018,"SPS",23.7,5
2018,"WA5",16.7,5
2018,"XXX",0,5
2019,"BDA",0,5
2019,"BGA",0,5
2019,"CCA",0,5
2019,"ERA",0,5
2019,"MNA",0,5
2019,"MRA",0,5
2019,"SBA",0,5
2019,"SFA",0,5
2019,"XXX",0,5
2019,"BRA",22.03,5
2019,"CBA",32.48,5
2019,"CLO",9.09,5
2019,"NPA",21.8,5
2019,"TLA",9.1,5
2019,"XXX",0,5
2019,"CLW",9.98,5
2019,"CWA",56.94,5
2019,"NPS",71.41,5
2019,"SPS",40.66,5
2019,"WA5",26.93,5
2019,"XXX",0,5
2020,"BDA",33.23,5
2020,"BGA",22.04,5
2020,"CCA",23.06,5
2020,"ERA",31.14,5
2020,"MNA",2.45,5
2020,"MRA",5.14,5
2020,"SBA",0,5
2020,"SFA",19.46,5
2020,"XXX",0,5
2020,"BRA",8.91,5
2020,"CBA",46.81,5
2020,"CLO",19.59,5
2020,"NPA",59.28,5
2020,"TLA",32.09,5
2020,"XXX",0,5
2020,"CLW",20.04,5
2020,"CWA",79.88,5
2020,"NPS",15.54,5
2020,"SPS",11.65,5
2020,"WA5",0,5
2020,"XXX",0,5
2021,"BDA",17.02,5
2021,"BGA",0,5
2021,"CCA",0,5
2021,"ERA",6.46,5
2021,"MNA",14.71,5
2021,"MRA",4.69,5
2021,"SBA",0,5
2021,"SFA",17.63,5
2021,"XXX",9.27,5
2021,"BRA",3.48,5
2021,"CBA",14.82,5
2021,"CLO",13.95,5
2021,"NPA",19.59,5
2021,"TLA",15.91,5
2021,"XXX",0,5
2021,"CLW",15.98,5
2021,"CWA",68.3,5
2021,"NPS",14.67,5
2021,"SPS",10.89,5
2021,"WA5",22.22,5
2021,"XXX",0,5
2022,"BDA",0,5
2022,"BGA",0,5
2022,"CCA",0,5
2022,"ERA",0,5
2022,"MNA",0,5
2022,"MRA",0,5
2022,"SBA",0,5
2022,"SFA",0,5
2022,"XXX",0,5
2022,"BRA",10.01,5
2022,"CBA",10.12,5
2022,"CLO",10.39,5
2022,"NPA",19.06,5
2022,"TLA",9.08,5
2022,"XXX",0,5
2022,"CLW",13.84,5
2022,"CWA",52.89,5
2022,"NPS",4.27,5
2022,"SPS",0,5
2022,"WA5",0.64,5
2022,"XXX",0,5
2000,"BDA",6.7,6
2000,"BGA",1.41,6
2000,"CA2",0,6
2000,"CCA",2.51,6
2000,"ERA",6.55,6
2000,"LAA",0,6
2000,"MNA",0,6
2000,"MRA",0,6
2000,"SFA",5.56,6
2000,"XXX",2.64,6
2000,"BRA",14.25,6
2000,"CBA",39.09,6
2000,"CLO",9.94,6
2000,"NPA",30.55,6
2000,"TLA",6.73,6
2000,"XXX",0,6
2000,"CLW",15.23,6
2000,"CWA",83.47,6
2000,"NPS",291.65,6
2000,"SPS",60.9,6
2000,"WA5",0,6
2000,"XXX",0,6
2001,"BDA",4.91,6
2001,"BGA",2.27,6
2001,"CA2",0,6
2001,"CCA",1.83,6
2001,"ERA",3.46,6
2001,"LAA",0,6
2001,"MNA",0,6
2001,"MRA",0.67,6
2001,"SFA",33.39,6
2001,"XXX",0,6
2001,"BRA",8.28,6
2001,"CBA",19.39,6
2001,"CLO",11.96,6
2001,"NPA",18.58,6
2001,"TLA",5.33,6
2001,"XXX",0,6
2001,"CLW",4.79,6
2001,"CWA",102.77,6
2001,"NPS",314.1,6
2001,"SPS",40.27,6
2001,"XXX",0,6
2002,"BDA",4.25,6
2002,"BGA",1.75,6
2002,"CCA",3.73,6
2002,"ERA",1.42,6
2002,"LAA",0,6
2002,"MNA",0.73,6
2002,"MRA",0.56,6
2002,"SBA",0,6
2002,"SFA",15.39,6
2002,"XXX",0,6
2002,"BRA",5.86,6
2002,"CBA",6.8,6
2002,"CLO",15.63,6
2002,"NPA",6.01,6
2002,"TLA",3.98,6
2002,"XXX",0,6
2002,"CLW",5.2,6
2002,"CWA",80.11,6
2002,"NPS",179.94,6
2002,"SPS",40.2,6
2003,"BDA",2.86,6
2003,"BGA",0.17,6
2003,"CCA",0.81,6
2003,"ERA",10.77,6
2003,"LAA",0,6
2003,"MNA",2.98,6
2003,"MRA",0.94,6
2003,"SBA",0,6
2003,"SFA",4.26,6
2003,"XXX",0,6
2003,"BRA",1.72,6
2003,"CBA",3.56,6
2003,"CLO",6.53,6
2003,"NPA",3.15,6
2003,"TLA",5.08,6
2003,"XXX",0,6
2003,"CLW",18.32,6
2003,"CWA",112.44,6
2003,"NPS",353.29,6
2003,"SPS",38.77,6
2003,"XXX",0,6
2004,"BDA",6.75,6
2004,"BGA",0,6
2004,"CCA",2.17,6
2004,"ERA",17.01,6
2004,"LAA",0,6
2004,"MNA",0,6
2004,"MRA",0,6
2004,"SBA",0,6
2004,"SFA",7.62,6
2004,"XXX",3.23,6
2004,"BRA",9.92,6
2004,"CBA",20.63,6
2004,"CLO",15.34,6
2004,"NPA",8.21,6
2004,"TLA",8.93,6
2004,"XXX",0,6
2004,"CLW",6.43,6
2004,"CWA",44.1,6
2004,"NPS",335.34,6
2004,"SPS",49.04,6
2004,"XXX",0,6
2005,"BDA",5.52,6
2005,"BGA",0.88,6
2005,"CCA",8.88,6
2005,"ERA",21.8,6
2005,"LAA",0,6
2005,"MNA",2.34,6
2005,"MRA",2.19,6
2005,"SBA",0,6
2005,"SDA",0,6
2005,"SFA",8.03,6
2005,"XXX",0,6
2005,"BRA",32.62,6
2005,"CBA",42.66,6
2005,"CLO",16.94,6
2005,"NPA",35.53,6
2005,"TLA",18.53,6
2005,"XXX",0,6
2005,"CLW",20.52,6
2005,"CWA",76.38,6
2005,"NPS",468.47,6
2005,"SPS",35.41,6
2005,"XXX",0,6
2006,"BDA",20.87,6
2006,"BGA",11.56,6
2006,"CCA",76.41,6
2006,"ERA",66.47,6
2006,"LAA",0,6
2006,"MNA",10.17,6
2006,"MRA",15.5,6
2006,"SBA",0,6
2006,"SFA",30.18,6
2006,"XXX",0,6
2006,"BRA",28.94,6
2006,"CBA",40.21,6
2006,"CLO",18.72,6
2006,"NPA",72.03,6
2006,"TLA",20.75,6
2006,"XXX",0,6
2006,"CLW",7.09,6
2006,"CWA",141.03,6
2006,"NPS",483.42,6
2006,"SPS",44.74,6
2006,"XXX",0,6
2007,"BDA",22.7,6
2007,"BGA",5.48,6
2007,"CCA",14.05,6
2007,"ERA",13.25,6
2007,"LAA",0,6
2007,"MNA",7.88,6
2007,"MRA",2.82,6
2007,"SBA",0,6
2007,"SFA",15.9,6
2007,"XXX",0,6
2007,"BRA",8.9,6
2007,"CBA",16.44,6
2007,"CLO",7.7,6
2007,"NPA",17.83,6
2007,"TLA",12.49,6
2007,"XXX",0,6
2007,"CLW",3.87,6
2007,"CWA",54.47,6
2007,"NPS",342.88,6
2007,"SPS",28.49,6
2007,"XXX",0,6
2008,"BDA",48.03,6
2008,"BGA",22.56,6
2008,"CA2",0,6
2008,"CCA",0,6
2008,"ERA",6.62,6
2008,"MNA",8.66,6
2008,"MRA",1.17,6
2008,"SBA",0,6
2008,"SFA",34.4,6
2008,"XXX",0,6
2008,"BRA",3.17,6
2008,"CBA",4.75,6
2008,"CLO",10.26,6
2008,"NPA",14.56,6
2008,"TLA",8.66,6
2008,"XXX",0,6
2008,"CLW",3.39,6
2008,"CWA",69.11,6
2008,"NPS",436.78,6
2008,"SPS",29.98,6
2008,"XXX",0,6
2009,"BDA",9.8,6
2009,"BGA",4.18,6
2009,"CCA",7.64,6
2009,"ERA",5.63,6
2009,"MNA",11.38,6
2009,"MRA",0.56,6
2009,"SBA",0,6
2009,"SDA",0,6
2009,"SFA",13.95,6
2009,"XXX",0,6
2009,"BRA",9.78,6
2009,"CBA",7.64,6
2009,"CLO",9.15,6
2009,"NPA",13.79,6
2009,"TLA",8.45,6
2009,"XXX",0,6
2009,"CLW",4.03,6
2009,"CWA",52.41,6
2009,"NPS",262.48,6
2009,"SPS",19.16,6
2009,"XXX",0,6
2010,"BDA",35.84,6
2010,"BGA",0,6
2010,"CCA",0,6
2010,"ERA",7.75,6
2010,"LAA",0,6
2010,"MNA",14.89,6
2010,"MRA",0,6
2010,"SFA",25.45,6
2010,"XXX",2.37,6
2010,"BRA",3.26,6
2010,"CBA",8.69,6
2010,"CLO",7.72,6
2010,"NPA",13.36,6
2010,"TLA",6.61,6
2010,"XXX",0,6
2010,"CLW",6.09,6
2010,"CWA",65.41,6
2010,"NPS",423.35,6
2010,"SPS",29.1,6
2010,"WA5",0,6
2010,"XXX",0,6
2011,"BDA",24.93,6
2011,"BGA",9.8,6
2011,"CCA",5.46,6
2011,"ERA",15.65,6
2011,"MNA",19.13,6
2011,"MRA",0,6
2011,"SBA",0,6
2011,"SFA",17.96,6
2011,"XXX",0,6
2011,"BRA",16.75,6
2011,"CBA",26.61,6
2011,"CLO",12.29,6
2011,"NPA",15.78,6
2011,"TLA",11.42,6
2011,"XXX",0,6
2011,"CLW",9.54,6
2011,"CWA",77.31,6
2011,"NPS",587.84,6
2011,"SPS",90.51,6
2011,"WA5",0,6
2011,"XXX",0,6
2012,"BDA",28.9,6
2012,"BGA",12.94,6
2012,"CCA",18.78,6
2012,"ERA",36.59,6
2012,"MNA",19.45,6
2012,"MRA",11.47,6
2012,"SBA",0,6
2012,"SFA",15.21,6
2012,"XXX",0,6
2012,"BRA",13.01,6
2012,"CBA",9.04,6
2012,"CLO",6.43,6
2012,"NPA",14.57,6
2012,"TLA",6.72,6
2012,"XXX",0,6
2012,"CLW",4.83,6
2012,"CWA",90.78,6
2012,"NPS",511.81,6
2012,"SPS",76.16,6
2012,"WA5",0,6
2012,"XXX",0,6
2013,"BDA",21.45,6
2013,"BGA",2.07,6
2013,"CCA",0,6
2013,"ERA",20.91,6
2013,"MNA",26.17,6
2013,"MRA",29.54,6
2013,"SBA",0,6
2013,"SFA",16.87,6
2013,"XXX",0,6
2013,"BRA",16.67,6
2013,"CBA",15.65,6
2013,"CLO",9.25,6
2013,"NPA",11.29,6
2013,"TLA",9.77,6
2013,"XXX",0,6
2013,"CLW",9.46,6
2013,"CWA",72.14,6
2013,"NPS",581.12,6
2013,"SPS",90.61,6
2013,"WA5",0,6
2013,"XXX",0,6
2014,"BDA",15.61,6
2014,"BGA",0,6
2014,"CCA",6.24,6
2014,"ERA",9.72,6
2014,"MNA",36.74,6
2014,"MRA",26.31,6
2014,"SBA",0,6
2014,"SFA",34.88,6
2014,"XXX",0,6
2014,"BRA",7.91,6
2014,"CBA",9.43,6
2014,"CLO",4.99,6
2014,"NPA",10.22,6
2014,"TLA",7.51,6
2014,"XXX",0,6
2014,"CLW",3.99,6
2014,"CWA",53.54,6
2014,"NPS",531.07,6
2014,"SPS",61.85,6
2014,"WA5",0,6
2014,"XXX",0,6
2015,"BDA",12.58,6
2015,"BGA",32.85,6
2015,"CCA",5.74,6
2015,"ERA",9.37,6
2015,"MNA",8.21,6
2015,"MRA",10.66,6
2015,"SFA",5.15,6
2015,"XXX",0,6
2015,"BRA",27.29,6
2015,"CBA",12.39,6
2015,"CLO",1.43,6
2015,"NPA",21.1,6
2015,"TLA",3.78,6
2015,"XXX",0,6
2015,"CLW",1.91,6
2015,"CWA",38.22,6
2015,"NPS",637.01,6
2015,"SPS",43.44,6
2015,"WA5",0,6
2015,"XXX",0,6
2016,"BDA",36.37,6
2016,"BGA",104.52,6
2016,"CCA",190.86,6
2016,"ERA",171.39,6
2016,"MNA",21.71,6
2016,"MRA",71.04,6
2016,"SFA",68.82,6
2016,"XXX",0,6
2016,"BRA",16.17,6
2016,"CBA",7.46,6
2016,"CLO",8.61,6
2016,"NPA",13.71,6
2016,"TLA",6.85,6
2016,"XXX",0,6
2016,"CLW",4.57,6
2016,"CWA",22.76,6
2016,"NPS",258.8,6
2016,"SPS",27.5,6
2016,"WA5",4.21,6
2016,"XXX",0,6
2017,"BDA",29.04,6
2017,"BGA",18.79,6
2017,"CCA",6.97,6
2017,"ERA",22.62,6
2017,"MNA",10.24,6
2017,"MRA",52.76,6
2017,"SBA",0,6
2017,"SFA",54.85,6
2017,"XXX",0,6
2017,"BRA",15.18,6
2017,"CBA",16.66,6
2017,"CLO",1.63,6
2017,"NPA",23.56,6
2017,"TLA",7.48,6
2017,"XXX",0,6
2017,"CLW",6.59,6
2017,"CWA",28.03,6
2017,"NPS",279.12,6
2017,"SPS",44.31,6
2017,"WA5",16.85,6
2017,"XXX",0,6
2018,"BDA",13.78,6
2018,"BGA",12.69,6
2018,"CCA",31.84,6
2018,"ERA",17.98,6
2018,"MNA",10.19,6
2018,"MRA",6.35,6
2018,"SBA",0,6
2018,"SFA",6.71,6
2018,"XXX",0,6
2018,"BRA",18.04,6
2018,"CBA",10.79,6
2018,"CLO",3.45,6
2018,"NPA",23.04,6
2018,"TLA",12.17,6
2018,"XXX",0,6
2018,"CLW",7.27,6
2018,"CWA",45.07,6
2018,"NPS",339.05,6
2018,"SPS",42.53,6
2018,"WA5",38.98,6
2018,"XXX",0,6
2019,"BDA",0,6
2019,"BGA",0,6
2019,"CCA",0,6
2019,"ERA",0,6
2019,"MNA",0,6
2019,"MRA",0,6
2019,"SBA",0,6
2019,"SFA",0,6
2019,"XXX",0,6
2019,"BRA",11.13,6
2019,"CBA",12.09,6
2019,"CLO",3.44,6
2019,"NPA",8.79,6
2019,"TLA",5.47,6
2019,"XXX",0,6
2019,"CLW",4.71,6
2019,"CWA",37.11,6
2019,"NPS",142.77,6
2019,"SPS",70.66,6
2019,"WA5",43.7,6
2019,"XXX",0,6
2020,"BDA",0,6
2020,"BGA",13.58,6
2020,"CCA",9.19,6
2020,"ERA",12.94,6
2020,"MNA",0,6
2020,"MRA",0,6
2020,"SBA",0,6
2020,"SFA",0,6
2020,"XXX",0,6
2020,"BRA",6.3,6
2020,"CBA",12.84,6
2020,"CLO",7.5,6
2020,"NPA",25.51,6
2020,"TLA",18.73,6
2020,"XXX",0,6
2020,"CLW",15.48,6
2020,"CWA",54.97,6
2020,"NPS",249.6,6
2020,"SPS",111.52,6
2020,"WA5",48.88,6
2020,"XXX",0,6
2021,"BDA",5.03,6
2021,"BGA",0,6
2021,"CCA",0,6
2021,"ERA",0,6
2021,"MNA",1.05,6
2021,"MRA",0,6
2021,"SBA",0,6
2021,"SFA",0.9,6
2021,"XXX",1.41,6
2021,"BRA",4.94,6
2021,"CBA",9.3,6
2021,"CLO",2.29,6
2021,"NPA",7.77,6
2021,"TLA",14.73,6
2021,"XXX",0,6
2021,"CLW",16.19,6
2021,"CWA",40.9,6
2021,"NPS",213.28,6
2021,"SPS",94.49,6
2021,"WA5",59.03,6
2021,"XXX",0,6
2022,"BDA",0,6
2022,"BGA",0,6
2022,"CCA",0,6
2022,"ERA",0,6
2022,"MNA",0,6
2022,"MRA",0,6
2022,"SBA",0,6
2022,"SFA",0,6
2022,"XXX",0,6
2022,"BRA",4.38,6
2022,"CBA",6.13,6
2022,"CLO",0,6
2022,"NPA",10.69,6
2022,"TLA",6.1,6
2022,"XXX",0,6
2022,"CLW",0,6
2022,"CWA",41.13,6
2022,"NPS",0,6
2022,"SPS",0,6
2022,"WA5",0,6
2022,"XXX",5.89,6
2000,"BDA",0,7
2000,"BGA",0,7
2000,"CA2",0,7
2000,"CCA",2.67,7
2000,"ERA",0.92,7
2000,"LAA",0,7
2000,"MNA",0,7
2000,"MRA",0,7
2000,"SFA",0,7
2000,"XXX",0,7
2000,"BRA",19.48,7
2000,"CBA",35.7,7
2000,"CLO",6.62,7
2000,"NPA",22.4,7
2000,"TLA",4.78,7
2000,"XXX",0,7
2000,"CLW",9.26,7
2000,"CWA",99.42,7
2000,"NPS",162.25,7
2000,"SPS",46.59,7
2000,"WA5",0,7
2000,"XXX",0,7
2001,"BDA",0,7
2001,"BGA",4.12,7
2001,"CA2",0,7
2001,"CCA",1.59,7
2001,"ERA",0,7
2001,"LAA",0,7
2001,"MNA",0,7
2001,"MRA",0,7
2001,"SFA",0,7
2001,"XXX",1.23,7
2001,"BRA",12.1,7
2001,"CBA",34.19,7
2001,"CLO",6.21,7
2001,"NPA",17.71,7
2001,"TLA",4.35,7
2001,"XXX",0,7
2001,"CLW",11.22,7
2001,"CWA",168.83,7
2001,"NPS",142.62,7
2001,"SPS",19.87,7
2001,"XXX",0,7
2002,"BDA",0,7
2002,"BGA",9.46,7
2002,"CCA",9.68,7
2002,"ERA",1.22,7
2002,"LAA",0,7
2002,"MNA",0,7
2002,"MRA",0,7
2002,"SBA",0,7
2002,"SFA",0.8,7
2002,"XXX",0,7
2002,"BRA",26.83,7
2002,"CBA",18.1,7
2002,"CLO",4.67,7
2002,"NPA",3.91,7
2002,"TLA",6.75,7
2002,"XXX",0,7
2002,"CLW",2.88,7
2002,"CWA",68.42,7
2002,"NPS",216.69,7
2002,"SPS",34.28,7
2003,"BDA",0,7
2003,"BGA",1.29,7
2003,"CCA",1.72,7
2003,"ERA",2.22,7
2003,"LAA",0,7
2003,"MNA",0,7
2003,"MRA",0,7
2003,"SBA",0,7
2003,"SFA",0,7
2003,"XXX",0,7
2003,"BRA",2.28,7
2003,"CBA",6.6,7
2003,"CLO",0,7
2003,"NPA",4.16,7
2003,"TLA",8.91,7
2003,"XXX",0,7
2003,"CLW",29.95,7
2003,"CWA",88.12,7
2003,"NPS",229.67,7
2003,"SPS",20.04,7
2003,"XXX",0,7
2004,"BDA",0,7
2004,"BGA",0,7
2004,"CCA",0,7
2004,"ERA",8.81,7
2004,"LAA",0,7
2004,"MNA",0,7
2004,"MRA",0,7
2004,"SBA",0,7
2004,"SFA",0,7
2004,"XXX",2.28,7
2004,"BRA",3.21,7
2004,"CBA",11.48,7
2004,"CLO",6.98,7
2004,"NPA",3.56,7
2004,"TLA",3.33,7
2004,"XXX",0,7
2004,"CLW",2.96,7
2004,"CWA",38.64,7
2004,"NPS",198.13,7
2004,"SPS",22.56,7
2004,"XXX",0,7
2005,"BDA",0,7
2005,"BGA",0.49,7
2005,"CCA",2.62,7
2005,"ERA",2.63,7
2005,"LAA",0,7
2005,"MNA",0,7
2005,"MRA",0,7
2005,"SBA",0,7
2005,"SDA",0,7
2005,"SFA",0.13,7
2005,"XXX",0,7
2005,"BRA",18.17,7
2005,"CBA",16.97,7
2005,"CLO",11.32,7
2005,"NPA",13.03,7
2005,"TLA",9.9,7
2005,"XXX",0,7
2005,"CLW",18.15,7
2005,"CWA",57.12,7
2005,"NPS",286.9,7
2005,"SPS",5.47,7
2005,"XXX",0,7
2006,"BDA",0,7
2006,"BGA",3.76,7
2006,"CCA",19.2,7
2006,"ERA",17.42,7
2006,"LAA",0,7
2006,"MNA",0,7
2006,"MRA",0,7
2006,"SBA",0,7
2006,"SFA",0,7
2006,"XXX",0,7
2006,"BRA",18.67,7
2006,"CBA",21.61,7
2006,"CLO",6.25,7
2006,"NPA",26.01,7
2006,"TLA",14.88,7
2006,"XXX",0,7
2006,"CLW",10.31,7
2006,"CWA",103.76,7
2006,"NPS",281.62,7
2006,"SPS",8.75,7
2006,"XXX",0,7
2007,"BDA",0,7
2007,"BGA",0,7
2007,"CCA",0,7
2007,"ERA",1.66,7
2007,"LAA",0,7
2007,"MNA",0,7
2007,"MRA",0,7
2007,"SBA",0,7
2007,"SFA",0,7
2007,"XXX",6.32,7
2007,"BRA",3.59,7
2007,"CBA",9.53,7
2007,"CLO",5.95,7
2007,"NPA",7.63,7
2007,"TLA",3.44,7
2007,"XXX",0,7
2007,"CLW",7.19,7
2007,"CWA",58.23,7
2007,"NPS",299.03,7
2007,"SPS",9.51,7
2007,"XXX",0,7
2008,"BDA",0,7
2008,"BGA",9.79,7
2008,"CA2",0,7
2008,"CCA",0,7
2008,"ERA",4.85,7
2008,"MNA",0,7
2008,"MRA",0,7
2008,"SBA",0,7
2008,"SFA",3.08,7
2008,"XXX",2.7,7
2008,"BRA",4.58,7
2008,"CBA",7.27,7
2008,"CLO",5.52,7
2008,"NPA",8.22,7
2008,"TLA",5.73,7
2008,"XXX",0,7
2008,"CLW",4.25,7
2008,"CWA",67.74,7
2008,"NPS",230.13,7
2008,"SPS",14.66,7
2008,"XXX",0,7
2009,"BDA",0,7
2009,"BGA",5.76,7
2009,"CCA",5.09,7
2009,"ERA",4.61,7
2009,"MNA",0,7
2009,"MRA",0,7
2009,"SBA",0,7
2009,"SDA",0,7
2009,"SFA",0,7
2009,"XXX",1.04,7
2009,"BRA",10.91,7
2009,"CBA",8.03,7
2009,"CLO",6.44,7
2009,"NPA",8.66,7
2009,"TLA",4.67,7
2009,"XXX",0,7
2009,"CLW",9.73,7
2009,"CWA",106.44,7
2009,"NPS",557.87,7
2009,"SPS",12.27,7
2009,"XXX",0,7
2010,"BDA",0,7
2010,"BGA",0,7
2010,"CCA",1.21,7
2010,"ERA",5.21,7
2010,"LAA",0,7
2010,"MNA",0,7
2010,"MRA",0,7
2010,"SFA",0,7
2010,"XXX",1.99,7
2010,"BRA",1.75,7
2010,"CBA",5.65,7
2010,"CLO",4.86,7
2010,"NPA",7.96,7
2010,"TLA",4.96,7
2010,"XXX",0,7
2010,"CLW",5.91,7
2010,"CWA",78.41,7
2010,"NPS",272.75,7
2010,"SPS",20.59,7
2010,"WA5",0,7
2010,"XXX",0,7
2011,"BDA",0,7
2011,"BGA",1.91,7
2011,"CCA",0,7
2011,"ERA",2.09,7
2011,"MNA",0,7
2011,"MRA",0,7
2011,"SBA",0,7
2011,"SFA",0,7
2011,"XXX",0,7
2011,"BRA",9,7
2011,"CBA",9.79,7
2011,"CLO",5.89,7
2011,"NPA",8.56,7
2011,"TLA",7.98,7
2011,"XXX",0,7
2011,"CLW",7.65,7
2011,"CWA",45.57,7
2011,"NPS",424.13,7
2011,"SPS",21.92,7
2011,"WA5",0,7
2011,"XXX",0,7
2012,"BDA",0,7
2012,"BGA",0,7
2012,"CCA",3.98,7
2012,"ERA",21.6,7
2012,"MNA",0,7
2012,"MRA",0,7
2012,"SBA",0,7
2012,"SFA",0,7
2012,"XXX",1.83,7
2012,"BRA",7.97,7
2012,"CBA",5.41,7
2012,"CLO",2.05,7
2012,"NPA",6.97,7
2012,"TLA",5.15,7
2012,"XXX",0,7
2012,"CLW",5.62,7
2012,"CWA",37.19,7
2012,"NPS",327.49,7
2012,"SPS",25.61,7
2012,"WA5",0,7
2012,"XXX",0,7
2013,"BDA",0,7
2013,"BGA",2.07,7
2013,"CCA",0,7
2013,"ERA",8.91,7
2013,"MNA",0,7
2013,"MRA",0,7
2013,"SBA",0,7
2013,"SFA",0,7
2013,"XXX",17.58,7
2013,"BRA",0,7
2013,"CBA",5.67,7
2013,"CLO",4.23,7
2013,"NPA",6.65,7
2013,"TLA",9.34,7
2013,"XXX",0,7
2013,"CLW",8.98,7
2013,"CWA",41.72,7
2013,"NPS",381.03,7
2013,"SPS",24.32,7
2013,"WA5",0,7
2013,"XXX",0,7
2014,"BDA",0,7
2014,"BGA",0,7
