year,month,port,SDM_60,SDM_90
2007,8,TLA,0.30155107967992867,0.2590197964914077
2007,8,NPA,0.254059609752203,0.209090233862858
2007,8,CBA,0.18941122903290677,0.16402603988821318
2007,8,BRA,0.17873091377031047,0.1397153352018095
2007,8,OR1,NA,NA
2007,8,CCA,0.2141303012550413,0.16001212390893077
2007,8,ERA,0.19876117778691288,0.15788432462585028
2007,8,BGA,0.15482902443336863,0.13185000422712004
2007,8,BDA,0.2964175073774876,0.226666650795672
2007,8,SFA,0.47043810059551494,0.32952141147841263
2007,8,MNA,0.3082809029914786,0.24195198826603856
2007,8,MRA,0.3431611175920478,0.2704529551434115
2007,8,SBA,0.4379366033820696,0.37982328372060836
2007,8,LAA,0.41863367543725394,0.3452940256667676
2007,8,SDA,0.34512644196478226,0.2897328761270696
2007,8,CA2,NA,NA
2007,9,NPS,NA,NA
2007,9,SPS,NA,NA
2007,9,CWA,0.30057402328815724,0.22758718455486276
2007,9,CLW,0.337568410119367,0.2819203311689918
2007,9,WA5,NA,NA
2007,9,CLO,0.3428866479191042,0.28580533932339436
2007,9,TLA,0.2432361975495444,0.2235773980010139
2007,9,NPA,0.23766146010973238,0.19366765516424167
2007,9,CBA,0.22098692960879474,0.17369433634306694
2007,9,BRA,0.1533423248975117,0.12572606615631812
2007,9,OR1,NA,NA
2007,9,CCA,0.1994363055231121,0.15583648623438934
2007,9,ERA,0.22823452688646556,0.17063538125999597
2007,9,BGA,0.19731234960258007,0.16038755867771354
2007,9,BDA,0.26532885481224017,0.2095044697729804
2007,9,SFA,0.40504340544050815,0.2937654742570939
2007,9,MNA,0.2951936125801301,0.22928905430760255
2007,9,MRA,0.2890175884804961,0.22888767443484428
2007,9,SBA,0.4338793319856955,0.38108456330556495
2007,9,LAA,0.39905719726636846,0.3428394072696449
2007,9,SDA,0.3052524680335974,0.2641529166283883
2007,9,CA2,NA,NA
2007,10,NPS,NA,NA
2007,10,SPS,NA,NA
2007,10,CWA,0.2801144828999876,0.20119363703434506
2007,10,CLW,0.30443047357678293,0.213367275800077
2007,10,WA5,NA,NA
2007,10,CLO,0.29685449664811453,0.21201950395325034
2007,10,TLA,0.1659087923738075,0.13761161784643622
2007,10,NPA,0.1429458112926573,0.11132164230126053
2007,10,CBA,0.15461359216740542,0.12233653697085782
2007,10,BRA,0.15984509829296095,0.1361466211654078
2007,10,OR1,NA,NA
2007,10,CCA,0.19068209706381603,0.15311936350035535
2007,10,ERA,0.19691711755778155,0.14858826726906668
2007,10,BGA,0.15843089369916788,0.12430865122214732
2007,10,BDA,0.21217551811908683,0.17386219994408572
2007,10,SFA,0.4084810701462191,0.2765493562111237
2007,10,MNA,0.2574458618246669,0.19334841675866962
2007,10,MRA,0.19840969616661266,0.15925242273994555
2007,10,SBA,0.35303536748453496,0.3023060160199537
2007,10,LAA,0.366536236272177,0.31928289691703043
2007,10,SDA,0.29574849333891745,0.26004979055935973
2007,10,CA2,NA,NA
2007,11,NPS,NA,NA
2007,11,SPS,NA,NA
2007,11,CWA,0.19313298146343894,0.13581512643315602
2007,11,CLW,0.23708836501513525,0.17190636922650326
2007,11,WA5,NA,NA
2007,11,CLO,0.23946523411376847,0.17556885483162007
2007,11,TLA,0.17518498150458753,0.12973356101490954
2007,11,NPA,0.13465302669810075,0.10586188712266383
2007,11,CBA,0.12803740342931141,0.09717396340035601
2007,11,BRA,0.12770715993178147,0.09646679695640355
2007,11,OR1,NA,NA
2007,11,CCA,0.14316588492829943,0.1109766046413913
2007,11,ERA,0.13661711421720255,0.10601659613899922
2007,11,BGA,0.13448404760720828,0.10401782570030503
2007,11,BDA,0.21677920093506942,0.16574724262564883
2007,11,SFA,0.32257159462235135,0.22127196269247817
2007,11,MNA,0.1755386347618,0.13699440177014402
2007,11,MRA,0.1734855831759114,0.13849714329804885
2007,11,SBA,0.3869759282718102,0.32975771141792437
2007,11,LAA,0.4003050796367148,0.3359437898994274
2007,11,SDA,0.2719404534875661,0.24095008342167523
2007,11,CA2,NA,NA
2007,12,NPS,NA,NA
2007,12,SPS,NA,NA
2007,12,CWA,0.140171718369889,0.09984279733559022
2007,12,CLW,0.16157165331859832,0.11371394621355993
2007,12,WA5,NA,NA
2007,12,CLO,0.1604558994566918,0.11513426507291334
2007,12,TLA,0.10394836970703718,0.07850326644220314
2007,12,NPA,0.07883513600242506,0.060702290920360634
2007,12,CBA,0.09186529557422926,0.06794078182827501
2007,12,BRA,0.09575958202341542,0.07160998900115702
2007,12,OR1,NA,NA
2007,12,CCA,0.0987229341545523,0.07754092749422554
2007,12,ERA,0.09117516688795323,0.07077516167319688
2007,12,BGA,0.07633837151331126,0.06339227079601825
2007,12,BDA,0.14708563208295167,0.11505885252228017
2007,12,SFA,0.23438459166468772,0.15102497343588153
2007,12,MNA,0.1354525867591444,0.10162712622611102
2007,12,MRA,0.13035043263274482,0.1060710293093363
2007,12,SBA,0.2846018343723269,0.24379890658795494
2007,12,LAA,0.33052248530996947,0.27741143691140835
2007,12,SDA,0.27177004306862035,0.22841570115131807
2007,12,CA2,NA,NA
2008,1,NPS,NA,NA
2008,1,SPS,NA,NA
2008,1,CWA,0.20120622761522147,0.1513155914303412
2008,1,CLW,0.23677846804819946,0.16048539919050556
2008,1,WA5,NA,NA
2008,1,CLO,0.2357327686406068,0.1638442429933667
2008,1,TLA,0.1501792490585144,0.12438672064023983
2008,1,NPA,0.1713206265719849,0.13311802960852187
2008,1,CBA,0.20244483604619,0.15655677878394764
2008,1,BRA,0.19826062655214,0.15172649247699815
2008,1,OR1,NA,NA
2008,1,CCA,0.1979526100332525,0.15718798470653353
2008,1,ERA,0.20694446550564088,0.15760137317349499
2008,1,BGA,0.17994465958064182,0.15024753785568115
2008,1,BDA,0.2701896325692873,0.2063418850655263
2008,1,SFA,0.3058813317295383,0.24452458116022277
2008,1,MNA,0.26813213106605316,0.22445124699166397
