year,month,port,SDM_20
2003,7,LAA,0.788851658
2003,7,SDA,0.599824519
2003,7,CA2,NA
2003,8,NPS,NA
2003,8,SPS,NA
2003,8,CWA,0.61865464
2003,8,CLW,0.625465897
2003,8,WA5,NA
2003,8,CLO,0.576085063
2003,8,TLA,0.515611665
2003,8,NPA,0.434725359
2003,8,CBA,0.479002342
2003,8,BRA,0.429710879
2003,8,OR1,NA
2003,8,CCA,0.49755104
2003,8,ERA,0.468545185
2003,8,BGA,0.377082909
2003,8,BDA,0.664543514
2003,8,SFA,0.749634528
2003,8,MNA,0.549236856
2003,8,MRA,0.595219672
2003,8,SBA,0.762166601
2003,8,LAA,0.784979368
2003,8,SDA,0.72146853
2003,8,CA2,NA
2003,9,NPS,NA
2003,9,SPS,NA
2003,9,CWA,0.626623297
2003,9,CLW,0.678898288
2003,9,WA5,NA
