year,month,port,SDM_60
2013,3,SDA,0.1511069674529674
2013,3,CA2,NA
2013,4,NPS,NA
2013,4,SPS,NA
2013,4,CWA,0.05599606350047267
2013,4,CLW,0.07344470182077481
2013,4,WA5,NA
2013,4,CLO,0.0763094350155213
2013,4,TLA,0.06871109749165064
2013,4,NPA,0.05920358073210927
2013,4,CBA,0.055075061285286823
2013,4,BRA,0.04384207864159278
2013,4,OR1,NA
2013,4,CCA,0.04063386161814194
2013,4,ERA,0.05251386333471057
2013,4,BGA,0.051622196386257806
2013,4,BDA,0.05818159372048499
2013,4,SFA,0.10174435604564554
2013,4,MNA,0.12304469597537393
2013,4,MRA,0.15498490566704548
2013,4,SBA,0.21888188550041782
2013,4,LAA,0.1798258033170495
2013,4,SDA,0.1384405083354862
2013,4,CA2,NA
2013,5,NPS,NA
2013,5,SPS,NA
2013,5,CWA,0.15648037879691243
2013,5,CLW,0.18250229055571693
2013,5,WA5,NA
2013,5,CLO,0.18638777834229456
2013,5,TLA,0.18763909503789977
2013,5,NPA,0.15981386454169613
2013,5,CBA,0.15697078137952764
2013,5,BRA,0.0964221104535659
2013,5,OR1,NA
2013,5,CCA,0.09120824803696233
2013,5,ERA,0.09752816551580437
2013,5,BGA,0.10276439715582397
2013,5,BDA,0.08464134280489738
2013,5,SFA,0.14889722028694186
2013,5,MNA,0.19875684340696964
2013,5,MRA,0.20674278016414904
2013,5,SBA,0.26692355316012134
2013,5,LAA,0.15298015774691887
2013,5,SDA,0.13202916376201543
2013,5,CA2,NA
2013,6,NPS,NA
2013,6,SPS,NA
2013,6,CWA,0.24152213291407706
2013,6,CLW,0.2388063477011778
2013,6,WA5,NA
2013,6,CLO,0.23934545134053087
2013,6,TLA,0.20899300632255324
2013,6,NPA,0.23269620260807
2013,6,CBA,0.21867191304979974
2013,6,BRA,0.1632360028102994
2013,6,OR1,NA
2013,6,CCA,0.16665861511735316
2013,6,ERA,0.19222208996324788
2013,6,BGA,0.1659330785377986
2013,6,BDA,0.15911371360337476
2013,6,SFA,0.21140869665050915
2013,6,MNA,0.2387930120260995
2013,6,MRA,0.2699275701325767
2013,6,SBA,0.25892476849257945
2013,6,LAA,0.16241642208269208
2013,6,SDA,0.12633521393498126
2013,6,CA2,NA
2013,7,NPS,NA
2013,7,SPS,NA
2013,7,CWA,0.2539337226749928
2013,7,CLW,0.2758265716449186
2013,7,WA5,NA
2013,7,CLO,0.2822377899350309
2013,7,TLA,0.30615463740985777
2013,7,NPA,0.2755272270481622
2013,7,CBA,0.22463427207499925
2013,7,BRA,0.1612814218794363
2013,7,OR1,NA
2013,7,CCA,0.18204401002134016
2013,7,ERA,0.1947327652714061
2013,7,BGA,0.20641692574286172
2013,7,BDA,0.23211707437818196
2013,7,SFA,0.25904952232112693
2013,7,MNA,0.23294357405805655
2013,7,MRA,0.24371344741886417
2013,7,SBA,0.20717016642072028
2013,7,LAA,0.15624446989377258
2013,7,SDA,0.17000998634310466
2013,7,CA2,NA
2013,8,NPS,NA
2013,8,SPS,NA
2013,8,CWA,0.30509341198954254
2013,8,CLW,0.2873369453958517
2013,8,WA5,NA
2013,8,CLO,0.28217902119530713
2013,8,TLA,0.2690150680986742
2013,8,NPA,0.2918906112074969
2013,8,CBA,0.2390352226011703
2013,8,BRA,0.22847832860686776
2013,8,OR1,NA
2013,8,CCA,0.24382621956873923
2013,8,ERA,0.2472315112686197
2013,8,BGA,0.2321349088463091
2013,8,BDA,0.2595659291317181
2013,8,SFA,0.25792612471888143
2013,8,MNA,0.25345425508035124
2013,8,MRA,0.21961220714844237
2013,8,SBA,0.16958818434467238
2013,8,LAA,0.10726344183040831
2013,8,SDA,0.11853280705342834
2013,8,CA2,NA
2013,9,NPS,NA
2013,9,SPS,NA
2013,9,CWA,0.21053568576168907
2013,9,CLW,0.23253028383578664
2013,9,WA5,NA
2013,9,CLO,0.23665663455020297
2013,9,TLA,0.2160975561034484
2013,9,NPA,0.22146642572349973
2013,9,CBA,0.23446928973078096
2013,9,BRA,0.2508930709172962
2013,9,OR1,NA
2013,9,CCA,0.2525660586650254
2013,9,ERA,0.24254464649691665
2013,9,BGA,0.24469592760213546
2013,9,BDA,0.24746943689698792
2013,9,SFA,0.29087190000595997
2013,9,MNA,0.29423377810069073
2013,9,MRA,0.2686520038007879
2013,9,SBA,0.17200150785243346
2013,9,LAA,0.14273760757779563
2013,9,SDA,0.1535869213056633
2013,9,CA2,NA
2013,10,NPS,NA
2013,10,SPS,NA
2013,10,CWA,0.2490091027225893
2013,10,CLW,0.25245679249942427
2013,10,WA5,NA
2013,10,CLO,0.254618849850033
2013,10,TLA,0.2490217700001741
2013,10,NPA,0.24131729201807886
2013,10,CBA,0.20904902482946072
2013,10,BRA,0.14808253318935818
2013,10,OR1,NA
2013,10,CCA,0.14992022797433804
2013,10,ERA,0.1537224494016111
2013,10,BGA,0.15281854084222227
2013,10,BDA,0.13524968081611247
2013,10,SFA,0.20190381496239884
2013,10,MNA,0.24516088623673685
2013,10,MRA,0.20903984239475754
2013,10,SBA,0.1102354252781038
2013,10,LAA,0.07187870754225568
2013,10,SDA,0.07651476589372347
2013,10,CA2,NA
2013,11,NPS,NA
2013,11,SPS,NA
2013,11,CWA,0.08670291236794747
2013,11,CLW,0.08668483774357987
2013,11,WA5,NA
2013,11,CLO,0.08661199594988968
2013,11,TLA,0.10320631351444076
2013,11,NPA,0.11945607330311428
